,LotShape,LotConfig,BldgType,ExterQual,Foundation,BsmtQual,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageType,GarageFinish
554,9.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0
555,7.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0
556,9.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,0.0,3.0,1.0
557,5.0,7.0,2.0,3.0,6.0,4.0,6.0,5.0,3.0,3.0,6.0,1.0
558,9.0,2.0,7.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,6.0,3.0
559,7.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0
560,9.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,6.0,2.0
561,9.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,0.0,0.0
562,9.0,2.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,2.0,3.0
563,7.0,5.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
564,9.0,4.0,2.0,3.0,6.0,4.0,1.0,3.0,2.0,0.0,2.0,1.0
565,7.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,5.0,4.0,4.0,3.0
566,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
567,7.0,2.0,2.0,4.0,5.0,4.0,6.0,5.0,4.0,4.0,4.0,3.0
568,7.0,4.0,5.0,3.0,5.0,4.0,6.0,3.0,3.0,3.0,2.0,1.0
569,7.0,2.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0
570,9.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,0.0,6.0,1.0
571,7.0,4.0,2.0,3.0,6.0,5.0,1.0,4.0,4.0,0.0,6.0,2.0
572,7.0,2.0,2.0,3.0,6.0,4.0,1.0,5.0,3.0,3.0,4.0,2.0
573,9.0,7.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,4.0,1.0
574,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0
575,9.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0
576,7.0,2.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,2.0,6.0,2.0
577,9.0,4.0,7.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,2.0,1.0
578,9.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0,3.0,0.0,6.0,1.0
579,7.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,6.0,1.0
580,9.0,2.0,2.0,5.0,6.0,5.0,1.0,5.0,5.0,4.0,6.0,2.0
581,9.0,2.0,5.0,3.0,5.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0
582,9.0,2.0,2.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0
583,9.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0,4.0,0.0,2.0,1.0
584,9.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,2.0
585,9.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,0.0,2.0,3.0
586,7.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0
587,7.0,2.0,2.0,3.0,5.0,3.0,6.0,5.0,5.0,4.0,6.0,1.0
588,9.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0
589,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
590,7.0,4.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,2.0
591,9.0,2.0,2.0,3.0,6.0,3.0,6.0,5.0,3.0,0.0,2.0,3.0
592,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
593,7.0,2.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,0.0,2.0,1.0
594,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
595,9.0,2.0,2.0,3.0,5.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0
596,9.0,2.0,7.0,4.0,6.0,5.0,1.0,5.0,4.0,4.0,6.0,3.0
597,9.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,6.0,3.0
598,9.0,2.0,7.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,6.0,3.0
599,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,5.0,4.0,4.0,3.0
600,9.0,2.0,2.0,3.0,6.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0
601,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
602,9.0,2.0,7.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,2.0,2.0
603,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
604,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,6.0,1.0
605,5.0,4.0,2.0,3.0,6.0,4.0,6.0,4.0,4.0,0.0,2.0,1.0
606,9.0,2.0,2.0,3.0,5.0,3.0,6.0,5.0,5.0,0.0,6.0,1.0
607,9.0,2.0,2.0,3.0,6.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0
608,9.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,0.0,6.0,1.0
609,9.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0
610,7.0,7.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,6.0,1.0
611,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,5.0,3.0,4.0,2.0
612,9.0,2.0,2.0,3.0,6.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0
613,9.0,2.0,7.0,3.0,5.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0
614,9.0,2.0,2.0,3.0,6.0,3.0,6.0,5.0,4.0,0.0,6.0,2.0
615,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
616,9.0,4.0,2.0,3.0,5.0,3.0,1.0,4.0,4.0,0.0,2.0,1.0
617,9.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,1.0
618,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
619,9.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0
620,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,6.0,2.0
621,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
622,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,2.0,1.0
623,9.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,6.0,2.0
624,7.0,4.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,0.0,6.0,1.0
625,7.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,6.0,2.0
626,9.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,2.0
627,7.0,2.0,2.0,3.0,6.0,4.0,3.0,3.0,2.0,3.0,6.0,1.0
628,9.0,4.0,2.0,3.0,5.0,3.0,6.0,3.0,3.0,0.0,6.0,2.0
629,9.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,5.0,0.0,2.0,1.0
630,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
631,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,6.0,3.0
632,9.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,6.0,1.0
633,9.0,2.0,5.0,3.0,5.0,3.0,6.0,4.0,3.0,0.0,2.0,1.0
634,9.0,2.0,4.0,2.0,5.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0
635,9.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0
636,9.0,2.0,4.0,3.0,5.0,3.0,1.0,3.0,4.0,0.0,4.0,1.0
637,9.0,2.0,2.0,3.0,5.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0
638,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,5.0,4.0,6.0,3.0
639,7.0,2.0,7.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,2.0
640,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
641,9.0,2.0,2.0,4.0,5.0,4.0,6.0,4.0,5.0,3.0,6.0,3.0
642,9.0,2.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,6.0,3.0
643,9.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
644,7.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0
645,9.0,2.0,2.0,3.0,5.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0
646,7.0,2.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,6.0,2.0
647,9.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,6.0,1.0
648,9.0,2.0,7.0,3.0,5.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0
649,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
650,9.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0
651,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,6.0,2.0
652,9.0,2.0,2.0,3.0,5.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0
653,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
654,9.0,2.0,7.0,3.0,5.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0
655,7.0,2.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,0.0,6.0,2.0
656,9.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,6.0,2.0
657,9.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0,6.0,1.0
658,9.0,4.0,2.0,3.0,6.0,3.0,4.0,5.0,3.0,0.0,2.0,3.0
659,9.0,5.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,6.0,2.0
660,5.0,5.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
661,9.0,4.0,2.0,3.0,5.0,2.0,1.0,4.0,3.0,3.0,6.0,2.0
662,9.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,0.0,2.0,2.0
663,5.0,5.0,2.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0
664,7.0,4.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,6.0,2.0
665,7.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0
666,9.0,2.0,2.0,3.0,6.0,4.0,6.0,5.0,4.0,2.0,6.0,2.0
667,9.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0
668,9.0,2.0,2.0,3.0,4.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0
669,9.0,7.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
670,9.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
671,7.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,6.0,2.0
672,9.0,2.0,2.0,3.0,6.0,3.0,6.0,5.0,4.0,3.0,6.0,3.0
673,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,6.0,2.0
674,9.0,2.0,7.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,6.0,1.0
675,9.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,0.0,7.0,1.0
676,9.0,2.0,2.0,4.0,4.0,3.0,1.0,5.0,4.0,0.0,2.0,1.0
677,7.0,2.0,2.0,4.0,6.0,5.0,1.0,5.0,4.0,4.0,6.0,3.0
678,7.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0
679,9.0,2.0,7.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,6.0,2.0
680,5.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,0.0,2.0,1.0
681,9.0,2.0,2.0,3.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,1.0
682,7.0,4.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
683,5.0,5.0,2.0,4.0,6.0,4.0,1.0,4.0,3.0,0.0,6.0,3.0
684,7.0,5.0,7.0,4.0,5.0,4.0,6.0,4.0,4.0,3.0,6.0,3.0
685,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,3.0
686,5.0,7.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,2.0,1.0
687,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
688,7.0,4.0,7.0,4.0,6.0,4.0,5.0,5.0,4.0,4.0,6.0,2.0
689,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
690,7.0,4.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0
691,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
692,9.0,4.0,2.0,3.0,4.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0
693,9.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0
694,7.0,2.0,2.0,3.0,5.0,4.0,6.0,4.0,4.0,3.0,6.0,1.0
695,9.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,0.0,2.0,1.0
696,7.0,2.0,2.0,3.0,6.0,5.0,2.0,2.0,3.0,0.0,2.0,1.0
697,9.0,2.0,2.0,3.0,5.0,3.0,6.0,5.0,3.0,4.0,2.0,1.0
698,5.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
699,9.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,3.0
700,9.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,0.0,6.0,1.0
701,7.0,2.0,2.0,5.0,6.0,5.0,1.0,5.0,5.0,4.0,4.0,3.0
702,9.0,2.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0
703,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
704,9.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
705,5.0,5.0,2.0,3.0,5.0,4.0,6.0,3.0,4.0,3.0,6.0,1.0
706,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
707,7.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,3.0
708,7.0,2.0,2.0,3.0,6.0,3.0,1.0,3.0,3.0,0.0,6.0,1.0
709,7.0,2.0,2.0,4.0,5.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0
710,9.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,0.0,2.0,2.0
711,7.0,2.0,7.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,3.0
712,9.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0
713,7.0,5.0,2.0,4.0,5.0,3.0,6.0,5.0,4.0,0.0,6.0,2.0
714,9.0,2.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,6.0,2.0
715,9.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0
716,9.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,6.0,1.0
717,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
718,7.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,1.0,6.0,1.0
719,7.0,5.0,2.0,4.0,6.0,4.0,6.0,3.0,4.0,3.0,6.0,2.0
720,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
721,9.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,0.0,2.0,1.0
722,9.0,2.0,2.0,3.0,6.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0
723,7.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
724,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,4.0,0.0,2.0,1.0
725,7.0,4.0,2.0,4.0,5.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
726,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
727,9.0,4.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0
728,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
729,7.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
730,7.0,4.0,2.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,3.0
731,7.0,2.0,2.0,4.0,6.0,4.0,5.0,5.0,4.0,3.0,6.0,3.0
732,9.0,4.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,6.0,2.0
733,7.0,4.0,2.0,3.0,6.0,3.0,1.0,3.0,3.0,0.0,6.0,1.0
734,9.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0
735,9.0,2.0,5.0,3.0,5.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0
736,7.0,5.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,3.0
737,9.0,2.0,5.0,3.0,5.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0
738,7.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
739,9.0,2.0,2.0,3.0,4.0,2.0,1.0,5.0,3.0,0.0,2.0,1.0
740,7.0,2.0,2.0,3.0,5.0,3.0,6.0,4.0,4.0,0.0,2.0,1.0
741,9.0,2.0,2.0,3.0,6.0,4.0,1.0,5.0,3.0,0.0,6.0,1.0
742,7.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,6.0,2.0
743,7.0,2.0,7.0,4.0,6.0,4.0,6.0,4.0,4.0,3.0,6.0,2.0
744,7.0,2.0,2.0,5.0,5.0,3.0,6.0,5.0,4.0,3.0,4.0,3.0
745,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,4.0,3.0
746,7.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0
747,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
748,9.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0
749,9.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0
750,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,3.0
751,7.0,2.0,2.0,3.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
752,9.0,2.0,2.0,4.0,6.0,4.0,1.0,4.0,5.0,4.0,6.0,2.0
753,9.0,2.0,2.0,3.0,5.0,3.0,6.0,4.0,4.0,0.0,2.0,2.0
754,9.0,2.0,7.0,3.0,6.0,4.0,6.0,4.0,3.0,0.0,2.0,1.0
755,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
756,7.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0
757,9.0,2.0,7.0,3.0,6.0,4.0,5.0,4.0,3.0,0.0,2.0,1.0
758,7.0,2.0,2.0,4.0,6.0,4.0,2.0,5.0,4.0,3.0,6.0,2.0
759,9.0,2.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,2.0,1.0
760,9.0,7.0,2.0,3.0,6.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0
761,9.0,2.0,2.0,3.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,1.0
762,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
763,7.0,5.0,7.0,4.0,6.0,4.0,2.0,5.0,5.0,4.0,6.0,3.0
764,7.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,5.0,4.0,6.0,3.0
765,9.0,2.0,2.0,3.0,5.0,4.0,6.0,3.0,3.0,3.0,6.0,1.0
766,7.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,0.0,6.0,1.0
767,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
768,5.0,5.0,2.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0
769,7.0,5.0,2.0,3.0,5.0,4.0,6.0,3.0,3.0,0.0,2.0,1.0
770,9.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0
771,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0
772,9.0,2.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,6.0,2.0
773,9.0,4.0,2.0,4.0,6.0,4.0,1.0,4.0,4.0,4.0,6.0,3.0
774,9.0,7.0,7.0,3.0,6.0,5.0,6.0,5.0,3.0,0.0,6.0,3.0
775,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
776,7.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,6.0,1.0
777,9.0,2.0,5.0,3.0,2.0,0.0,0.0,3.0,3.0,3.0,2.0,1.0
778,9.0,2.0,5.0,3.0,5.0,4.0,6.0,3.0,3.0,0.0,6.0,1.0
779,9.0,2.0,2.0,3.0,6.0,4.0,1.0,4.0,3.0,3.0,6.0,3.0
780,9.0,2.0,2.0,4.0,6.0,4.0,5.0,5.0,4.0,0.0,6.0,2.0
781,5.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
782,7.0,4.0,2.0,3.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
783,9.0,2.0,2.0,3.0,5.0,3.0,1.0,5.0,3.0,4.0,0.0,0.0
784,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,6.0,1.0
785,9.0,2.0,2.0,3.0,6.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0
786,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,4.0,2.0
787,9.0,4.0,2.0,3.0,5.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0
788,7.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,4.0,0.0,6.0,3.0
789,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
790,7.0,4.0,2.0,3.0,6.0,4.0,5.0,3.0,3.0,3.0,6.0,2.0
791,7.0,5.0,2.0,4.0,6.0,4.0,6.0,5.0,3.0,3.0,6.0,1.0
792,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,3.0
793,7.0,4.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,6.0,3.0
794,9.0,2.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,6.0,1.0
795,9.0,2.0,2.0,3.0,5.0,3.0,1.0,5.0,3.0,3.0,6.0,2.0
796,9.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,0.0,6.0,1.0
797,9.0,2.0,2.0,5.0,6.0,5.0,1.0,5.0,5.0,4.0,4.0,3.0
798,9.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,1.0
799,7.0,2.0,2.0,3.0,6.0,4.0,6.0,4.0,4.0,0.0,6.0,2.0
800,9.0,2.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,0.0,2.0,1.0
801,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
802,9.0,2.0,2.0,5.0,6.0,5.0,1.0,5.0,5.0,4.0,4.0,2.0
803,9.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,0.0,6.0,1.0
804,7.0,7.0,2.0,4.0,6.0,4.0,1.0,5.0,5.0,0.0,6.0,2.0
805,9.0,2.0,2.0,3.0,6.0,3.0,5.0,4.0,3.0,0.0,6.0,3.0
806,9.0,2.0,2.0,3.0,5.0,3.0,6.0,5.0,4.0,3.0,6.0,2.0
807,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,6.0,2.0
808,9.0,4.0,2.0,3.0,6.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0
809,9.0,2.0,2.0,3.0,5.0,3.0,5.0,2.0,4.0,2.0,6.0,2.0
810,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
811,9.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,2.0,0.0,5.0,1.0
812,9.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,0.0,6.0,2.0
813,9.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,0.0,2.0,1.0
814,5.0,5.0,2.0,3.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
815,7.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,6.0,2.0
816,7.0,5.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
817,9.0,2.0,2.0,3.0,5.0,3.0,6.0,4.0,3.0,0.0,6.0,1.0
818,7.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
819,7.0,5.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
820,9.0,2.0,4.0,2.0,5.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0
821,7.0,4.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0
822,9.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0
823,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,2.0
824,9.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
825,9.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0,0.0
826,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
827,5.0,5.0,2.0,3.0,6.0,3.0,2.0,3.0,3.0,0.0,6.0,3.0
828,9.0,2.0,7.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,2.0,2.0
829,7.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,6.0,2.0
830,9.0,2.0,7.0,3.0,6.0,4.0,1.0,5.0,4.0,0.0,2.0,2.0
831,7.0,5.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
