,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_SF,Total_Bathrooms,Total_porch_sf
1233,5,5,73.0,12160,1,0,7,Lvl,9,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,3,3,3,5,6,0.0,188.0,1188.0,GasA,2,1,SBrkr,1188,0,1188,1.0,0.0,1,0,3,1,3,6,6,0,0,1,1959.0,2,2.0,531.0,3,3,2,0,0,0,0,0,2,None,0,7,4,COD,Abnorml,2376.0,2.0,0
1234,11,9,55.0,8525,1,0,9,Bnk,9,Inside,3,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,3,3,PConc,3,3,0,6,6,0.0,940.0,940.0,GasA,3,0,FuseA,1024,0,1964,0.0,0.0,1,1,4,1,3,7,6,0,0,6,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,4,None,0,2,2,WD,Abnorml,2904.0,1.5,192
1235,11,5,96.0,13132,1,0,9,Lvl,9,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,4,3,2,6,6,0.0,747.0,747.0,GasA,4,1,FuseF,892,0,1784,0.0,0.0,1,1,4,1,3,9,6,0,0,5,1914.0,3,1.0,180.0,2,2,0,0,0,0,0,0,4,None,0,9,0,WD,Normal,2531.0,1.5,243
1236,2,5,36.0,2628,1,0,9,Lvl,9,Inside,3,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,4,3,PConc,4,3,3,6,6,0.0,764.0,764.0,GasA,5,1,SBrkr,764,0,1626,0.0,0.0,2,1,2,1,4,6,6,0,0,3,2003.0,2,2.0,474.0,3,3,2,0,0,0,0,0,4,None,0,8,4,WD,Normal,2390.0,2.5,27
1237,10,5,41.0,12393,1,0,5,Lvl,9,FR2,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,6,6,0.0,847.0,847.0,GasA,5,1,SBrkr,847,0,1948,0.0,0.0,2,1,4,1,4,8,6,1,4,3,2004.0,0,2.0,434.0,3,3,2,0,0,0,0,0,4,None,0,11,0,WD,Normal,2795.0,2.5,148
1238,5,5,63.0,13072,1,0,9,Lvl,9,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,6,6,0.0,1141.0,1141.0,GasA,5,1,SBrkr,1141,0,1141,0.0,0.0,1,1,3,1,3,6,6,0,0,5,2005.0,3,2.0,484.0,3,3,2,0,0,0,0,0,4,None,0,5,0,WD,Abnorml,2282.0,1.5,0
1239,5,5,64.0,9037,1,0,7,HLS,9,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,0,2,6,0.0,1048.0,1476.0,GasA,5,1,SBrkr,1484,0,1484,0.0,0.0,2,0,2,1,5,6,6,1,4,1,2006.0,2,2.0,472.0,3,3,2,0,0,0,0,0,4,None,0,3,1,WD,Normal,2960.0,2.0,153
1240,10,5,65.0,8158,1,0,9,Lvl,9,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,3,2,6,0.0,334.0,884.0,GasA,5,1,SBrkr,884,0,1768,1.0,0.0,2,1,3,1,4,8,6,0,0,1,2003.0,2,2.0,543.0,3,3,2,0,0,0,0,0,4,None,0,9,2,WD,Normal,2652.0,3.5,63
1241,5,5,83.0,9849,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,0,6,6,0.0,1689.0,1689.0,GasA,5,1,SBrkr,1689,0,1689,0.0,0.0,2,0,3,1,4,7,6,0,0,1,2007.0,2,3.0,954.0,3,3,2,0,0,0,0,0,4,None,0,8,1,New,Partial,3378.0,2.0,56
1242,14,5,85.0,10625,1,0,9,Lvl,9,Inside,3,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,4,3,1,2,3,168.0,0.0,1053.0,GasA,3,1,SBrkr,1173,0,1173,1.0,0.0,2,0,3,1,4,6,6,2,3,1,1974.0,2,2.0,528.0,3,3,2,0,0,0,0,0,2,None,0,0,4,WD,Family,2226.0,3.0,120
1243,5,5,107.0,13891,1,0,9,Lvl,9,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,5,3,PConc,5,4,1,2,6,0.0,690.0,2076.0,GasA,5,1,SBrkr,2076,0,2076,1.0,0.0,2,1,2,1,5,7,6,1,4,1,2006.0,0,3.0,850.0,3,3,2,0,0,0,0,0,4,None,0,11,0,New,Partial,4152.0,3.5,445
1244,11,5,70.0,11435,1,0,7,HLS,9,Corner,2,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,3,3,PConc,4,3,3,6,6,0.0,792.0,792.0,GasA,2,1,SBrkr,792,0,1517,0.0,0.0,1,0,3,1,4,7,6,2,4,5,1931.0,3,2.0,400.0,3,3,2,0,0,0,0,0,4,None,0,8,0,WD,Normal,2309.0,1.0,0
1245,13,5,78.0,12090,1,0,9,Lvl,9,Inside,3,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,3,3,CBlock,4,3,3,6,6,0.0,585.0,585.0,GasA,5,1,SBrkr,1140,0,1868,0.0,0.0,3,1,3,1,3,7,6,1,3,3,1984.0,0,2.0,477.0,3,3,2,0,0,147,0,0,4,None,0,0,1,WD,Abnorml,2453.0,3.5,527
1246,10,1,65.0,8125,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,6,6,0.0,756.0,756.0,GasA,5,1,SBrkr,756,0,1553,0.0,0.0,2,1,3,1,4,6,6,0,0,1,2005.0,2,2.0,615.0,3,3,2,0,0,0,0,0,4,None,0,5,0,New,Partial,2309.0,2.5,45
1247,13,5,74.0,12328,1,0,7,Lvl,9,Inside,3,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,0,2,6,0.0,473.0,1012.0,GasA,3,1,SBrkr,1034,0,1034,1.0,0.0,1,0,3,1,3,6,6,0,0,1,1976.0,3,3.0,888.0,3,3,2,0,0,0,0,0,4,None,0,7,4,WD,Normal,2046.0,2.0,0
1248,12,8,60.0,9600,1,3,9,Lvl,9,Inside,3,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,3,3,BrkTil,4,3,3,5,6,0.0,416.0,735.0,OthW,2,0,SBrkr,1134,0,2058,0.0,0.0,1,1,3,1,3,8,6,1,4,5,1950.0,3,2.0,396.0,2,2,1,259,0,0,0,0,4,None,0,6,2,WD,Normal,2793.0,1.5,259
1249,5,5,60.0,7200,1,0,9,Lvl,9,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,3,1,5,96.0,246.0,876.0,GasA,3,1,SBrkr,988,0,988,0.0,0.0,1,0,3,1,3,6,6,0,0,1,1950.0,3,1.0,276.0,3,3,2,0,0,0,0,0,4,None,0,7,1,WD,Normal,1864.0,1.0,80
1250,5,5,93.0,11160,1,0,9,Lvl,9,Corner,3,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,4,3,CBlock,3,3,3,0,6,0.0,1045.0,2110.0,GasA,5,1,SBrkr,2110,0,2110,1.0,0.0,2,1,3,1,5,8,6,2,3,1,1968.0,0,2.0,522.0,3,3,2,0,0,0,0,0,4,None,0,6,4,WD,Normal,4220.0,3.5,0
1251,0,5,92.0,3136,1,0,7,Lvl,9,Corner,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,4,3,PConc,4,3,3,6,6,0.0,1405.0,1405.0,GasA,5,1,SBrkr,1405,0,1405,0.0,0.0,2,0,2,1,4,6,6,1,4,1,2003.0,2,2.0,478.0,3,3,2,0,0,0,0,0,4,None,0,5,0,WD,Normal,2810.0,2.0,184
1252,5,5,62.0,9858,1,0,9,Lvl,9,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,3,3,CBlock,3,3,3,1,6,0.0,354.0,864.0,GasA,3,1,SBrkr,874,0,874,1.0,0.0,1,0,3,1,3,5,6,0,0,1,1968.0,2,1.0,288.0,3,3,2,0,0,0,0,0,1,Shed,600,2,3,WD,Normal,1738.0,2.0,33
1253,10,5,80.0,17542,1,0,7,Lvl,9,Inside,3,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,4,3,CBlock,3,3,1,3,0,1031.0,36.0,1192.0,GasA,3,1,SBrkr,1516,0,2167,1.0,0.0,2,1,3,1,4,9,6,2,4,1,1974.0,2,2.0,518.0,3,3,2,0,0,0,0,0,2,None,0,9,1,WD,Normal,3359.0,3.5,267
1254,10,5,60.0,6931,1,0,9,Lvl,9,Inside,3,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,3,6,6,0.0,746.0,746.0,GasA,5,1,SBrkr,760,0,1656,0.0,0.0,2,1,3,1,4,7,6,1,4,3,2003.0,0,2.0,397.0,3,3,2,0,0,0,0,0,4,None,0,9,2,WD,Normal,2402.0,2.5,306
1255,9,8,52.0,6240,1,0,9,Lvl,9,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,3,2,3,3,6,0.0,459.0,884.0,GasA,3,1,FuseA,959,0,1367,0.0,0.0,1,0,3,1,3,6,6,1,4,5,1978.0,3,1.0,560.0,3,3,2,0,0,120,0,0,4,None,0,2,1,WD,Normal,2251.0,1.0,120
1256,5,5,91.0,14303,1,0,7,Lvl,9,Corner,3,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,4,3,PConc,4,3,1,2,6,0.0,672.0,1986.0,GasA,5,1,SBrkr,1987,0,1987,1.0,0.0,2,0,2,1,4,7,6,1,3,1,1994.0,0,2.0,691.0,3,3,2,0,0,0,0,0,4,None,0,10,2,WD,Normal,3973.0,3.0,298
1257,6,5,56.0,4060,1,0,9,Lvl,9,Corner,3,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,PConc,2,3,3,6,6,0.0,864.0,864.0,GasA,5,1,SBrkr,864,0,864,0.0,0.0,1,0,2,1,3,4,6,0,0,6,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,4,None,0,9,3,WD,Normal,1728.0,1.0,96
1258,13,5,59.0,9587,1,0,7,Lvl,9,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,1,2,6,0.0,201.0,856.0,GasA,5,1,SBrkr,1166,0,1166,1.0,0.0,2,0,2,1,4,5,6,0,0,1,2005.0,0,2.0,400.0,3,3,2,0,0,0,0,0,4,None,0,9,2,WD,Normal,2022.0,3.0,212
1259,5,5,65.0,9750,1,0,9,Lvl,9,FR2,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,3,3,CBlock,4,3,3,0,3,438.0,14.0,1054.0,GasA,4,1,SBrkr,1054,0,1054,1.0,0.0,1,1,3,1,3,6,6,0,0,1,1969.0,3,2.0,460.0,3,3,2,0,0,80,0,0,4,None,0,9,2,WD,Normal,2108.0,2.5,260
1260,10,5,64.0,24682,1,0,2,Lvl,9,CulDSac,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,3,6,6,0.0,841.0,841.0,GasA,5,1,SBrkr,892,0,1675,0.0,0.0,2,1,3,1,3,7,6,1,3,3,1999.0,0,2.0,502.0,3,3,2,0,0,0,0,0,4,None,0,8,3,WD,Normal,2516.0,2.5,103
1261,5,5,80.0,9600,1,0,9,Lvl,9,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,3,5,6,0.0,546.0,1050.0,GasA,4,1,SBrkr,1050,0,1050,0.0,0.0,1,0,2,1,3,5,6,0,0,1,1956.0,3,1.0,338.0,3,3,2,0,0,0,0,0,4,None,0,8,3,WD,Normal,2100.0,1.0,0
1262,9,5,80.5,11250,1,0,9,Lvl,9,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,0,6,6,0.0,1104.0,1104.0,GasA,5,1,FuseA,1104,0,1788,1.0,0.0,1,0,5,1,3,8,3,2,3,1,1957.0,3,1.0,304.0,3,3,2,0,0,0,0,0,4,None,0,2,3,WD,Normal,2892.0,2.0,120
1263,11,5,60.0,13515,1,6,9,Lvl,9,Inside,3,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,3,3,PConc,3,3,3,6,6,0.0,764.0,764.0,GasA,5,1,FuseA,1060,0,1824,0.0,0.0,1,0,3,1,3,8,6,1,4,5,1940.0,3,2.0,520.0,3,3,0,126,0,0,0,0,0,None,0,9,1,WD,Normal,2588.0,1.0,126
1264,0,9,34.0,4060,1,0,9,Lvl,9,Inside,3,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,4,3,PConc,4,3,3,2,6,0.0,1139.0,1405.0,GasA,5,1,SBrkr,1337,0,1337,1.0,0.0,2,0,2,1,4,5,6,0,0,1,1998.0,0,2.0,511.0,3,3,2,0,0,0,0,0,4,None,0,10,2,COD,Abnorml,2742.0,3.0,212
1265,2,1,35.0,3735,1,0,9,Lvl,9,FR3,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,4,3,PConc,4,3,3,2,6,0.0,241.0,691.0,GasA,5,1,SBrkr,713,0,1452,1.0,0.0,2,1,3,1,4,6,6,0,0,5,1999.0,3,2.0,506.0,3,3,2,0,0,0,0,0,4,None,0,5,0,WD,Normal,2143.0,3.5,34
1266,4,8,60.0,10120,1,0,7,Bnk,9,Inside,3,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,2,3,CBlock,3,3,3,6,6,0.0,925.0,925.0,GasA,3,0,FuseF,964,0,1889,0.0,0.0,1,1,4,2,3,9,6,1,4,5,1960.0,3,1.0,308.0,3,3,0,264,0,0,0,0,2,None,0,0,1,WD,Normal,2814.0,1.5,264
1267,5,5,89.0,13214,1,0,7,HLS,9,Inside,3,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,5,3,PConc,5,3,1,6,6,0.0,2002.0,2002.0,GasA,5,1,SBrkr,2018,0,2018,0.0,0.0,2,0,3,1,5,10,6,1,4,1,2009.0,0,3.0,746.0,3,3,2,0,0,0,0,0,4,None,0,7,4,WD,Normal,4020.0,2.0,220
1268,9,5,70.0,14100,1,0,7,Lvl,9,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,3,4,CBlock,3,3,2,5,6,0.0,536.0,728.0,GasA,5,1,SBrkr,1968,0,3447,0.0,0.0,3,1,4,1,4,11,6,2,4,3,1982.0,3,3.0,1014.0,3,3,2,0,0,0,0,0,1,None,0,7,2,WD,Normal,4175.0,3.5,326
1269,9,5,78.0,11344,1,0,9,Lvl,9,Inside,3,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,3,CBlock,3,3,3,1,6,0.0,414.0,874.0,GasW,3,1,FuseA,874,0,1524,0.0,0.0,1,1,3,1,3,7,6,0,0,1,1958.0,3,1.0,315.0,3,3,2,0,0,0,0,0,1,None,0,9,1,WD,Normal,2398.0,1.5,0
1270,7,5,80.5,23595,1,0,9,Low,9,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,4,3,PConc,4,3,1,2,6,0.0,74.0,1332.0,GasA,3,1,SBrkr,1332,0,1524,2.0,0.0,0,1,0,1,4,4,6,1,3,1,1979.0,0,2.0,586.0,3,3,2,0,0,0,0,0,4,None,0,6,4,WD,Normal,2856.0,2.5,268
1271,5,5,80.0,9156,1,0,7,Lvl,9,Inside,3,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,3,3,CBlock,3,3,3,6,6,0.0,1489.0,1489.0,GasA,4,1,SBrkr,1489,0,1489,0.0,0.0,2,0,3,1,4,7,6,1,4,1,1968.0,2,2.0,462.0,3,3,2,0,0,0,0,0,4,None,0,10,3,WD,Normal,2978.0,2.0,0
1272,5,5,72.0,13526,1,0,7,Lvl,9,CulDSac,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,3,3,CBlock,3,3,3,1,3,375.0,0.0,935.0,GasA,3,1,SBrkr,935,0,935,1.0,0.0,1,0,3,1,3,5,6,0,0,1,1965.0,3,1.0,288.0,3,3,2,0,0,0,0,0,2,None,0,2,0,WD,Normal,1870.0,2.0,180
1273,13,5,124.0,11512,1,0,7,Lvl,9,Corner,3,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,3,3,0,0,6,0.0,300.0,1019.0,GasA,4,1,SBrkr,1357,0,1357,1.0,0.0,1,0,2,1,5,5,6,1,4,2,1959.0,2,1.0,312.0,3,3,2,0,0,163,0,0,0,None,0,7,2,WD,Normal,2376.0,2.0,163
1274,9,5,53.0,5362,1,0,9,Lvl,9,Corner,3,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,3,3,PConc,3,3,3,6,6,0.0,661.0,661.0,GasA,5,1,SBrkr,661,0,1250,0.0,0.0,2,0,3,1,3,8,6,1,4,5,1985.0,3,2.0,552.0,3,3,2,81,0,0,0,0,4,None,0,2,1,WD,Normal,1911.0,2.0,323
1275,15,5,95.0,11345,1,0,9,Lvl,9,Corner,3,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,3,3,CBlock,3,3,3,5,6,0.0,708.0,928.0,GasA,4,1,FuseA,928,0,1920,0.0,0.0,2,0,4,2,3,10,6,0,0,5,1948.0,3,2.0,400.0,3,2,2,0,0,0,0,0,4,None,0,9,1,WD,Normal,2848.0,2.0,0
1276,10,5,80.0,12936,1,0,7,Lvl,9,CulDSac,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,3,3,CBlock,3,4,3,1,6,0.0,130.0,723.0,GasA,3,1,SBrkr,735,0,1395,0.0,1.0,1,1,3,1,3,6,6,1,3,1,1972.0,3,2.0,497.0,3,3,2,0,0,0,0,0,4,None,0,3,3,WD,Normal,2118.0,2.0,410
1277,13,5,80.0,17871,1,0,7,Lvl,9,CulDSac,3,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,4,3,0,0,6,0.0,1152.0,1680.0,GasA,2,1,SBrkr,1724,0,1724,1.0,0.0,1,1,3,1,3,7,6,1,4,1,1967.0,2,2.0,480.0,3,3,2,0,0,0,0,0,4,None,0,8,3,WD,Normal,3404.0,2.5,0
1278,10,5,75.0,9473,1,0,9,Lvl,9,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,2,6,0.0,324.0,1128.0,GasA,5,1,SBrkr,1128,0,2031,1.0,0.0,2,1,3,1,4,7,6,1,4,1,2002.0,2,2.0,577.0,3,3,2,0,0,0,0,0,4,None,0,5,2,WD,Normal,3159.0,3.5,211
1279,9,3,60.0,7500,1,0,9,Lvl,9,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,3,4,CBlock,3,3,3,6,6,0.0,698.0,698.0,GasA,3,1,FuseA,698,0,1128,0.0,0.0,1,0,2,1,3,6,6,0,0,5,1980.0,2,2.0,528.0,3,3,2,164,0,0,0,0,4,None,0,6,4,COD,Abnorml,1826.0,1.0,194
1280,5,5,67.0,9808,1,0,7,Lvl,9,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,3,2,6,0.0,785.0,1573.0,GasA,5,1,SBrkr,1573,0,1573,1.0,0.0,2,0,3,1,4,6,6,0,0,1,2002.0,2,2.0,544.0,3,3,2,0,0,0,0,0,4,None,0,5,3,WD,Normal,3146.0,3.0,72
1281,5,5,50.0,8049,1,0,7,Lvl,9,CulDSac,3,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,4,3,3,0,6,0.0,256.0,1309.0,GasA,3,1,SBrkr,1339,0,1339,1.0,0.0,2,0,2,1,3,6,6,1,3,1,1990.0,0,2.0,484.0,4,4,2,0,0,90,0,0,4,None,0,9,0,WD,Normal,2648.0,3.0,148
1282,5,5,61.0,8800,1,0,7,Lvl,9,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,3,3,CBlock,4,3,2,3,5,144.0,364.0,1040.0,GasA,3,1,SBrkr,1040,0,1040,0.0,0.0,2,0,3,1,4,5,6,0,0,5,1977.0,3,2.0,484.0,3,3,2,0,0,288,0,0,4,None,0,11,3,WD,Normal,2080.0,2.0,288
1283,15,5,94.0,9400,1,0,9,Low,9,Corner,3,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,3,3,CBlock,3,3,0,6,6,0.0,912.0,912.0,GasA,3,1,SBrkr,912,0,1824,0.0,0.0,2,2,4,2,3,8,6,0,0,6,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,4,None,0,6,4,WD,Normal,2736.0,3.0,128
1284,9,5,50.0,9638,1,0,9,Lvl,9,Inside,3,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,3,3,PConc,3,3,3,6,6,0.0,804.0,804.0,GasA,5,1,SBrkr,1699,0,2447,0.0,0.0,2,0,4,1,4,10,3,1,4,5,1969.0,3,1.0,336.0,3,3,2,42,0,116,0,0,4,None,0,5,4,WD,Normal,3251.0,2.0,430
1285,9,8,50.0,6000,1,0,9,Lvl,9,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,3,2,CBlock,3,3,3,6,6,0.0,780.0,780.0,GasA,5,1,FuseF,825,0,1412,0.0,0.0,1,0,4,1,3,6,6,1,4,5,1939.0,3,1.0,280.0,3,3,2,0,0,0,0,0,4,None,0,7,3,WD,Normal,2192.0,1.0,45
1286,5,5,80.0,9790,1,0,9,Lvl,9,Inside,3,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,3,0,5,81.0,678.0,1328.0,GasA,3,1,SBrkr,1328,0,1328,1.0,0.0,1,1,3,1,3,6,6,2,4,1,1963.0,3,2.0,528.0,3,3,2,0,0,0,0,0,4,None,0,8,4,WD,Normal,2656.0,2.5,26
1287,5,5,80.5,36500,1,0,7,Low,9,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,3,4,CBlock,3,3,0,5,6,0.0,812.0,1624.0,GasA,2,1,SBrkr,1582,0,1582,0.0,1.0,2,0,4,1,3,7,6,0,0,1,1964.0,3,2.0,390.0,3,3,0,0,0,0,0,0,4,None,0,8,0,WD,Normal,3206.0,2.5,366
1288,0,5,40.0,5664,1,0,7,Lvl,9,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,4,3,PConc,4,3,3,2,6,0.0,343.0,1501.0,GasA,5,1,SBrkr,1659,0,1659,1.0,0.0,2,0,2,1,5,5,6,1,5,1,2000.0,0,2.0,499.0,3,3,2,0,0,0,0,0,4,None,0,1,3,WD,Normal,3160.0,3.0,271
1289,10,5,86.0,11065,1,0,7,Lvl,9,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,2,6,6,0.0,1085.0,1085.0,GasA,5,1,SBrkr,1120,0,1970,0.0,0.0,2,1,3,1,5,8,6,1,4,3,2006.0,0,3.0,753.0,3,3,2,0,0,0,0,0,4,None,0,1,0,New,Partial,3055.0,2.5,251
1290,13,5,73.0,14112,1,0,7,Lvl,9,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,3,3,PConc,3,3,0,2,6,0.0,138.0,1152.0,GasA,3,1,SBrkr,1152,0,1152,1.0,0.0,1,0,3,1,3,6,6,1,4,1,1964.0,2,2.0,484.0,3,3,2,0,0,0,0,0,4,None,0,6,4,WD,Normal,2304.0,2.0,227
