,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace
1548,30,RM,15.558091112452379,13.12698848420362,None,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,3.9915168749775227,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,ALQ,179.3353436619683,Unf,0.0,31.666402032082228,536.5272912159322,GasA,TA,Y,SBrkr,6.108268492301041,0.0,0.0,7.76806521625111,0.9934397235753302,0.0,1,0.0,2,0.7509568577639583,TA,1.8346586108242808,Typ,0.9033340459133361,Gd,Detchd,1923.0,Unf,1.0,288.0,TA,TA,Y,0.0,0.0,11.883500944701629,0.0,0.0,0.0,None,None,0.0,3,2010,WD,Normal,3873,542.6355597082332,185.44361215426935,1.9934397235753303,11.883500944701629,0,0,1,1,1
1549,50,RM,16.698069193352246,13.737680600133022,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,3.9915168749775227,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,87.0472559873761,436.3149231493154,GasA,Ex,Y,SBrkr,5.9672013701086355,1299.2211884207697,0.0,8.526150867243443,0.0,0.0,1,1.068836635008358,4,0.7509568577639583,TA,2.3737528809133264,Typ,0.9033340459133361,TA,Detchd,1915.0,Unf,2.0,572.0,TA,TA,Y,37.5096127026663,0.0,17.915466493549157,0.0,0.0,0.0,GdPrv,None,0.0,6,2010,WD,Normal,3865,1741.5033129401938,1305.1883897908783,1.534418317504179,55.425079196215464,0,1,1,1,1
1550,70,RM,17.24965123682584,14.790003497311973,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6.000032966802397,1912,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,80.61651838249568,389.3886429301779,GasA,Ex,Y,SBrkr,5.86749945783144,934.1089552579036,0.0,8.238676568948907,0.0,0.0,1,1.068836635008358,3,0.7509568577639583,Gd,2.137369407365849,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,61.64125847862924,0.0,0.0,0.0,22.80058503776199,0.0,None,None,0.0,5,2010,WD,Normal,3921,1329.365097645913,939.976454715735,1.534418317504179,84.44184351639123,0,1,0,1,0
1551,70,RM,15.751731976853515,11.68164932778017,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6.000032966802397,1920,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,73.14667417851149,337.18209651877027,GasA,Ex,Y,SBrkr,5.7406897654432605,788.7156541905038,0.0,8.034263535308147,0.0,0.7108953440828516,1,0.0,3,0.7509568577639583,TA,1.9965773170801218,Typ,0.0,None,Detchd,1920.0,Unf,1.0,180.0,TA,TA,Y,0.0,0.0,11.252029228245767,0.0,0.0,0.0,GdPrv,None,0.0,2,2010,WD,Normal,3913,1131.6384404747173,794.456343955947,1.355447672041426,11.252029228245767,0,1,1,1,0
1552,20,RL,23.760516023392615,15.180518157903649,None,IR1,Lvl,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,5,3.9915168749775227,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,13.40311788883681,TA,TA,CBlock,Gd,TA,No,Rec,152.73299953347262,Unf,0.0,72.75253749523559,659.4318691752181,GasA,Gd,Y,SBrkr,6.448101317750563,0.0,0.0,8.327639526756334,0.0,0.0,2,0.0,3,0.7509568577639583,TA,2.261968016798387,Typ,1.6882543888973123,Gd,Attchd,1959.0,Unf,1.0,365.0,TA,TA,Y,0.0,17.96946421148815,0.0,0.0,0.0,0.0,None,None,0.0,5,2010,WD,Normal,3918,665.8799704929687,159.1811008512232,2.0,17.96946421148815,0,0,1,1,1
1553,50,RL,19.351559328722903,14.348194460186823,None,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,2.539439466614295,1917,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,Fa,No,Unf,0.0,Unf,0.0,74.90208227456388,349.2226475828352,GasA,Gd,N,SBrkr,5.8110651794199555,589.2631410482721,0.0,7.936763222717576,0.0,0.0,1,1.068836635008358,3,0.7509568577639583,TA,1.9965773170801218,Mod,0.0,None,Detchd,1917.0,Unf,1.0,180.0,Fa,Fa,N,0.0,0.0,15.456826364698637,0.0,0.0,0.0,None,None,0.0,1,2010,COD,Normal,3867,944.2968538105273,595.0742062276921,1.534418317504179,15.456826364698637,0,1,1,1,0
1554,190,RL,17.24965123682584,14.187098488062306,None,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,3.2801001214816288,1915,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,188.01394083069022,Unf,0.0,34.183107170238515,573.1996806110593,GasA,TA,N,SBrkr,6.204371364740528,205.91772572910511,0.0,8.096568248197515,0.9934397235753302,0.0,1,0.0,3,0.7509568577639583,TA,1.9965773170801218,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,0.0,13.2590445094887,0.0,0.0,0.0,None,None,0.0,2,2010,ConLD,Normal,3865,785.3217777049049,400.13603792453586,1.9934397235753303,13.2590445094887,0,1,0,1,0
1555,50,RL,18.144573408893123,13.084658580105657,None,IR1,Bnk,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,3.9915168749775227,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,90.5407868330687,Unf,0.0,39.07354365005722,309.2980103060261,GasA,Ex,N,SBrkr,5.664293113600182,371.46939471317455,0.0,7.582973971793814,0.0,0.0,1,0.0,3,0.7509568577639583,TA,1.8346586108242808,Typ,0.0,None,Detchd,1940.0,Unf,1.0,231.0,TA,TA,Y,0.0,0.0,7.616412760627153,0.0,0.0,0.0,MnPrv,None,0.0,3,2010,WD,Normal,3890,686.4316981328009,467.67447465984344,1.0,7.616412760627153,0,1,1,1,0
1556,70,C (all),17.24965123682584,13.240228776506694,None,IR1,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,4,0.9264013737767249,1907,1950,Gambrel,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,28.158153247577374,Unf,0.0,71.29427715958225,357.21715964889626,GasW,TA,N,SBrkr,6.012427653344146,1134.8398444091592,0.0,8.475138421887703,0.0,0.0,1,1.068836635008358,4,0.7509568577639583,TA,2.137369407365849,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,0.0,15.235926282167593,0.0,0.0,0.0,None,None,0.0,3,2010,WD,Abnorml,3857,1498.0694317113996,1169.0104253100808,1.534418317504179,15.235926282167593,0,1,0,1,0
1557,190,RH,17.24965123682584,13.101467768916654,None,Reg,Lvl,Corner,Gtl,SWISU,Artery,Norm,2fmCon,1.5Fin,5,5.348040535865468,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,148.45119654499206,Unf,0.0,26.164127730675638,422.4885440467725,GasA,Gd,Y,SBrkr,6.007537220706375,889.6724962192984,0.0,8.3313718437697,0.9934397235753302,0.0,2,0.0,2,1.2485433052031065,TA,2.137369407365849,Typ,0.9033340459133361,Gd,Detchd,1910.0,Unf,2.0,450.0,TA,Fa,P,18.723080749653697,18.773219566820245,0.0,0.0,0.0,0.0,None,None,0.0,6,2010,COD,Normal,3860,1318.1685774867774,1044.131229984997,2.9934397235753303,37.49630031647394,0,1,1,1,1
1558,90,RL,19.351559328722903,14.378058639041535,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,2.539439466614295,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,12.010890594654757,Fa,Fa,CBlock,TA,TA,No,ALQ,143.82704099020486,Unf,0.0,100.26033691260335,823.4766438807942,GasA,TA,N,SBrkr,6.515063687162076,0.0,0.0,8.439980147272683,1.9780506810137335,0.0,2,0.0,4,1.2485433052031065,TA,2.261968016798387,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,Y,0.0,11.763408099670562,0.0,0.0,0.0,0.0,None,None,0.0,5,2010,WD,Normal,3934,829.9917075679563,150.34210467736693,3.9780506810137335,11.763408099670562,0,0,0,1,0
1559,20,RL,18.144573408893123,13.65598823274354,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5.348040535865468,1966,2008,Hip,CompShg,HdBoard,HdBoard,BrkFace,9.692339475300189,TA,TA,CBlock,TA,TA,Mn,BLQ,66.65466854287065,Rec,10.774384737008516,29.991054876602757,425.9510472461222,GasA,Ex,Y,SBrkr,5.97064812176713,0.0,0.0,7.546344427683608,0.9934397235753302,0.0,1,0.0,3,0.7509568577639583,Gd,1.8346586108242808,Typ,0.0,None,Detchd,1966.0,Unf,1.0,416.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2010,WD,Normal,3974,431.9216953678893,83.3997014016463,1.9934397235753303,0.0,0,0,1,1,0
1560,20,RL,18.144573408893123,13.665014798444105,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3.9915168749775227,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,154.00788037321644,Unf,0.0,21.761060697568013,425.9510472461222,GasA,Ex,Y,SBrkr,5.94617642349483,0.0,0.0,7.507206047095456,0.9934397235753302,0.0,1,0.0,2,0.7509568577639583,TA,1.643995077834327,Typ,0.0,None,Detchd,1969.0,Unf,1.0,280.0,TA,TA,Y,46.96931941102836,0.0,0.0,0.0,0.0,0.0,None,None,0.0,5,2010,WD,Normal,3936,431.897223669617,159.95405679671126,1.9934397235753303,46.96931941102836,0,0,1,1,0
1561,90,RL,19.351559328722903,13.547318629483035,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,5,3.9915168749775227,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,224.74051578417263,Unf,0.0,0.0,617.3498961742598,GasA,TA,Y,SBrkr,6.298686739806134,0.0,0.0,8.07946173547138,0.9934397235753302,0.0,1,0.0,3,0.7509568577639583,TA,1.8346586108242808,Typ,1.6882543888973123,TA,Attchd,1978.0,Fin,2.0,591.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,5,2010,WD,Normal,3956,623.648582914066,231.03920252397876,1.9934397235753303,0.0,0,0,1,1,1
1562,60,RL,21.62991841514324,14.471853599731235,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5,3.9915168749775227,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,Gd,No,Rec,71.95441198795258,ALQ,10.64826117539995,0.0,362.9752920340723,GasA,Ex,Y,SBrkr,5.805716100365851,860.085817240544,0.0,8.13879688927029,0.0,0.0,1,1.068836635008358,4,0.7509568577639583,TA,2.137369407365849,Typ,1.6882543888973123,TA,Attchd,1968.0,Unf,2.0,480.0,TA,TA,Y,42.24570005622873,9.378021031255193,0.0,0.0,0.0,0.0,MnPrv,None,0.0,3,2010,WD,Normal,3936,1228.866825374982,948.4942065042624,1.534418317504179,51.62372108748392,0,1,1,1,1
1563,20,RL,20.754414095442506,15.827754920818467,None,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5.348040535865468,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,196.52999733121135,Unf,0.0,48.12179358266103,658.6184232922215,GasA,Gd,Y,SBrkr,6.356740795542726,0.0,0.0,8.175484153535107,0.9934397235753302,0.0,1,1.068836635008358,1,0.7509568577639583,TA,1.643995077834327,Typ,1.6882543888973123,TA,Attchd,1977.0,RFn,2.0,690.0,TA,TA,Y,78.01220287937348,0.0,0.0,0.0,0.0,0.0,None,None,0.0,4,2010,WD,Normal,3978,664.9751640877641,202.88673812675407,2.5278580410795093,78.01220287937348,0,0,1,1,1
1564,30,RL,22.86344486757394,14.036847747500959,None,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,3.2801001214816288,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,73.01546213416087,336.28781418946363,GasA,TA,N,SBrkr,5.843398329385094,0.0,0.0,7.343767792071813,0.0,0.0,1,0.0,2,0.7509568577639583,TA,1.643995077834327,Typ,0.0,None,Detchd,1945.0,Unf,2.0,440.0,TA,TA,N,23.762296590541318,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2010,WD,Normal,3877,342.1312125188487,5.843398329385094,1.0,23.762296590541318,0,0,1,1,0
1565,60,RL,20.754414095442506,15.445181916247229,None,IR1,Low,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6,3.9915168749775227,1978,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,23.23172076767338,TA,TA,PConc,Gd,TA,Av,ALQ,179.86620405614235,Unf,0.0,30.355364725484336,533.5952315831189,GasA,Ex,Y,SBrkr,6.142405127670615,1038.0422101904046,0.0,8.53827911093091,0.9934397235753302,0.0,2,1.068836635008358,4,0.7509568577639583,Gd,2.261968016798387,Typ,0.9033340459133361,TA,Attchd,1978.0,Fin,2.0,522.0,TA,TA,Y,60.71247662252524,15.923931382700992,0.0,0.0,0.0,0.0,None,None,0.0,5,2010,WD,Normal,3970,1577.779846901194,1224.0508193742176,3.5278580410795093,76.63640800522623,0,1,1,1,1
1566,50,RL,27.146538465072485,15.647057740508107,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,3.2801001214816288,1938,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75.96831598405657,LwQ,11.831396503936775,0.0,472.3224426972596,GasA,TA,Y,FuseA,6.096768711119282,661.2495298886903,0.0,8.278111688761573,0.0,0.7108953440828516,2,0.0,4,0.7509568577639583,Fa,2.261968016798387,Typ,0.9033340459133361,Gd,Attchd,1938.0,RFn,1.0,480.0,TA,TA,Y,0.0,0.0,8.645679773065066,0.0,0.0,0.0,None,Shed,6.445489664020308,6,2010,WD,Normal,3928,1139.6687412970691,755.1460110878029,2.355447672041426,8.645679773065066,0,1,1,1,1
1567,20,RL,18.144573408893123,14.52243364959116,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5.348040535865468,1950,1987,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,36.445772391351234,Rec,10.217421856914426,32.596968691674114,337.6291122764146,GasA,Ex,Y,SBrkr,6.112534873367271,0.0,0.0,7.774983110893524,0.9934397235753302,0.0,1,0.0,3,0.7509568577639583,Gd,1.9965773170801218,Typ,0.9033340459133361,TA,Attchd,1987.0,Unf,1.0,467.0,TA,TA,Y,0.0,11.101977985990116,8.12116441878127,0.0,0.0,0.0,MnPrv,None,0.0,6,2010,WD,Normal,3937,343.7416471497819,52.775729121632935,1.9934397235753303,19.223142404771387,0,0,1,1,1
1568,50,RL,15.362900421095816,14.058745243094709,None,Reg,Bnk,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,4.679500606095132,1947,1979,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,56.774972736915046,Unf,0.0,66.5068797164934,378.8545976494945,GasA,Ex,Y,SBrkr,6.176972000889377,0.0,4.742855958512471,8.215239159557406,0.0,0.0,1,0.0,3,0.7509568577639583,TA,2.261968016798387,Typ,0.9033340459133361,TA,Detchd,1947.0,Unf,1.0,209.0,Fa,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,None,0.0,6,2010,WD,Normal,3926,385.03156965038386,62.951944737804425,1.0,0.0,0,0,1,1,1
1569,20,RL,19.85405093262318,14.100315177361033,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5.348040535865468,1954,1998,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,178.53783331990763,Unf,0.0,37.63187364637821,556.5727770001125,GasA,TA,Y,SBrkr,6.178917277631556,0.0,0.0,7.882968196280337,0.9934397235753302,0.0,1,0.0,3,0.7509568577639583,TA,1.8346586108242808,Typ,0.0,None,Attchd,1954.0,Fin,1.0,366.0,TA,TA,Y,48.83726242503157,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2010,WD,Normal,3952,562.751694277744,184.7167505975392,1.9934397235753303,48.83726242503157,0,0,1,1,0
1570,20,RL,14.156637490521918,15.5003231899207,None,IR2,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,3.9915168749775227,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,13.831051532720755,Gd,TA,PConc,Gd,TA,Gd,GLQ,227.9968578564326,Unf,0.0,31.430823844013084,694.2789026838292,GasA,Ex,Y,SBrkr,6.369310901379939,0.0,0.0,8.196342932647454,0.9934397235753302,0.0,1,0.0,1,0.7509568577639583,Gd,1.8346586108242808,Typ,1.6882543888973123,TA,Attchd,2009.0,RFn,2.0,572.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,1,2010,Con,Partial,4019,700.6482135852091,234.36616875781255,1.9934397235753303,0.0,0,0,1,1,1
1571,20,RL,18.056376782098152,14.466373070637308,None,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,2.539439466614295,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,106.520724864516,588.9323849135822,GasA,Ex,Y,SBrkr,6.256264981060989,0.0,0.0,8.009618252342982,0.0,0.0,2,0.0,3,0.7509568577639583,TA,1.8346586108242808,Typ,0.0,None,Detchd,1964.0,Unf,2.0,504.0,TA,Fa,N,0.0,18.773219566820245,0.0,0.0,0.0,0.0,None,None,0.0,6,2010,COD,Normal,3928,595.1886498946432,6.256264981060989,2.0,18.773219566820245,0,0,1,1,0
1572,20,RL,21.155312158699097,14.62005404582007,None,Reg,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,3.9915168749775227,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,18.5257993816549,Gd,TA,CBlock,Gd,TA,Gd,GLQ,238.3617781176829,Unf,0.0,0.0,663.9032953135925,GasA,Ex,Y,SBrkr,6.3309269026715995,0.0,0.0,8.132724263889793,0.9934397235753302,0.0,1,1.068836635008358,1,0.7509568577639583,Gd,1.643995077834327,Typ,1.6882543888973123,TA,Attchd,1987.0,RFn,2.0,528.0,Gd,Gd,Y,0.0,25.998740378368154,0.0,0.0,28.982026780097517,0.0,MnPrv,None,0.0,6,2010,WD,Normal,3974,670.2342222162641,244.69270502035448,2.5278580410795093,54.98076715846567,0,0,1,1,1
1573,60,RL,21.786607281469458,14.691831395927668,None,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5.348040535865468,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,13.033800474056148,Gd,Gd,PConc,Gd,TA,No,GLQ,165.8429157615636,Unf,0.0,21.303347401470884,461.2200188110223,GasA,Ex,Y,SBrkr,6.030086698064489,1005.8366430102209,0.0,8.419253969007688,0.0,0.7108953440828516,2,1.068836635008358,3,0.7509568577639583,Gd,2.261968016798387,Typ,0.9033340459133361,Gd,2Types,2000.0,RFn,4.0,1017.0,TA,TA,Y,73.28228797024086,14.955685927043907,0.0,0.0,0.0,0.0,None,None,0.0,5,2010,WD,Normal,3986,1473.0867485193078,1177.709645469849,2.889865989545605,88.23797389728476,0,1,1,1,1
1574,20,RL,17.967900644841432,13.528323714835821,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,3.9915168749775227,2010,2010,Gable,CompShg,VinylSd,VinylSd,Stone,12.651780240968892,Gd,TA,PConc,Gd,TA,No,GLQ,12.329403736465244,Unf,0.0,103.8851763482065,577.3457122610457,GasA,Ex,Y,SBrkr,6.210598664070114,0.0,0.0,7.9347354757050885,0.0,0.0,2,0.0,2,0.7509568577639583,Gd,1.9965773170801218,Typ,0.0,None,Attchd,2009.0,RFn,2.0,615.0,TA,TA,Y,0.0,11.326811565827002,0.0,0.0,0.0,0.0,None,None,0.0,3,2010,WD,Normal,4020,583.5563109251158,18.540002400535357,2.0,11.326811565827002,0,0,1,1,0
1575,50,RL,20.99555454026558,15.017929172383317,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,6.000032966802397,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Fa,Gd,No,Unf,0.0,Unf,0.0,74.06055262970496,343.4327771400746,GasA,TA,Y,SBrkr,5.916255646625298,729.7996926995859,0.0,8.14311699171922,0.0,0.0,2,0.0,3,0.7509568577639583,TA,1.9965773170801218,Typ,0.0,None,Detchd,1957.0,Unf,2.0,484.0,TA,TA,N,0.0,11.870002620062968,0.0,0.0,0.0,0.0,None,None,0.0,3,2010,WD,Normal,3893,1079.148725486286,735.7159483462111,2.0,11.870002620062968,0,1,1,1,0
1576,85,RL,20.99555454026558,14.446993496612224,None,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,3.9915168749775227,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Fa,Av,GLQ,167.2121424564399,Unf,0.0,0.0,428.54531968886084,GasA,Gd,Y,SBrkr,6.030879414396096,0.0,0.0,7.643043454339221,0.9934397235753302,0.0,1,0.0,2,0.7509568577639583,TA,1.643995077834327,Typ,0.0,None,Attchd,1998.0,Unf,2.0,580.0,Gd,TA,Y,21.947383822283783,0.0,0.0,0.0,0.0,0.0,GdPrv,None,0.0,7,2010,WD,Normal,3992,434.57619910325695,173.24302187083597,1.9934397235753303,21.947383822283783,0,0,1,1,0
1577,60,RL,19.01179874575357,14.055628957004686,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,3.9915168749775227,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,87.88550607538666,Unf,0.0,63.73152127602518,432.00090916209723,GasA,Ex,Y,SBrkr,5.97064812176713,958.8241664413842,0.0,8.340285668435147,0.0,0.0,2,1.068836635008358,3,0.7509568577639583,TA,2.261968016798387,Typ,0.9033340459133361,TA,Attchd,1997.0,RFn,2.0,513.0,TA,TA,Y,0.0,9.511441924063622,0.0,0.0,0.0,0.0,None,None,0.0,4,2010,WD,Normal,3995,1396.7957237252485,1052.680320638538,2.534418317504179,9.511441924063622,0,1,1,1,1
1578,20,RL,12.881577596975072,15.176991145400441,None,IR1,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6.000032966802397,1977,2004,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,58.04647201428761,Rec,11.848734669221278,28.754168649706095,495.2652629816832,GasA,Ex,Y,SBrkr,6.077688726219951,0.0,0.0,7.718558820356449,0.9934397235753302,0.0,1,1.068836635008358,3,0.7509568577639583,TA,1.8346586108242808,Typ,0.0,None,Attchd,1977.0,Unf,1.0,308.0,TA,TA,Y,58.354141862758674,14.358959372851782,0.0,0.0,0.0,0.0,MnPrv,None,0.0,6,2010,WD,Normal,3981,501.3429517079031,75.97289540972884,2.5278580410795093,72.71310123561045,0,0,1,1,0
1579,20,RL,18.668047203263406,13.56381711429999,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,4.679500606095132,1972,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,109.46623970729321,Unf,0.0,53.86657737983099,431.1373785184344,GasA,TA,Y,SBrkr,5.956763618515255,0.0,0.0,7.524127891548402,0.9934397235753302,0.0,1,0.0,3,0.7509568577639583,TA,1.8346586108242808,Typ,0.0,None,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,None,0.0,6,2010,WD,Normal,3944,437.09414213694964,115.42300332580847,1.9934397235753303,0.0,0,0,1,1,0
1580,20,RL,20.67362593393017,14.295868549165302,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,3.9915168749775227,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,24.38353318700053,Gd,TA,PConc,Gd,TA,No,GLQ,267.05857556756234,Unf,0.0,45.24676933305418,880.7431972269509,GasA,Ex,Y,SBrkr,6.572189560613107,0.0,0.0,8.536371639748955,0.9934397235753302,0.0,2,1.068836635008358,3,0.7509568577639583,Gd,2.261968016798387,Typ,0.9033340459133361,Gd,Attchd,2003.0,RFn,3.0,850.0,TA,TA,Y,41.67048944943181,7.436838343029127,0.0,0.0,0.0,0.0,None,None,0.0,5,2010,WD,Normal,4006,887.315386787564,273.6307651281754,3.5278580410795093,49.107327792460936,0,0,1,1,1
1581,60,RL,19.85405093262318,14.064727014475963,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,3.9915168749775227,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,95.56673055948511,501.1887144250852,GasA,Ex,Y,SBrkr,6.090950557429234,1274.2716762555053,0.0,8.610567413412111,0.0,0.0,2,1.068836635008358,4,0.7509568577639583,Gd,2.3737528809133264,Typ,0.9033340459133361,TA,Attchd,1997.0,Fin,2.0,621.0,TA,TA,Y,60.12785226068092,9.378021031255193,0.0,0.0,0.0,0.0,None,None,0.0,4,2010,WD,Normal,3994,1781.5513412380196,1280.3626268129346,2.534418317504179,69.50587329193611,0,1,1,1,1
