,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_SF,Total_Bathrooms,Total_porch_sf,Alley_0,Alley_3,Alley_6,Utilities_7,Utilities_9,BldgType_2,BldgType_4,BldgType_5,BldgType_7,ExterQual_2,ExterQual_3,ExterQual_4,ExterQual_5,BsmtQual_0,BsmtQual_2,BsmtQual_3,BsmtQual_4,BsmtQual_5,BsmtCond_0,BsmtCond_1,BsmtCond_2,BsmtCond_3,BsmtCond_4,BsmtExposure_0,BsmtExposure_1,BsmtExposure_2,BsmtExposure_3,BsmtExposure_5,BsmtFinType1_0,BsmtFinType1_1,BsmtFinType1_2,BsmtFinType1_3,BsmtFinType1_4,BsmtFinType1_5,BsmtFinType1_6,BsmtFinType2_0,BsmtFinType2_1,BsmtFinType2_2,BsmtFinType2_3,BsmtFinType2_4,BsmtFinType2_5,BsmtFinType2_6,KitchenQual_2,KitchenQual_3,KitchenQual_4,KitchenQual_5,FireplaceQu_0,FireplaceQu_1,FireplaceQu_2,FireplaceQu_3,FireplaceQu_4,FireplaceQu_5,GarageFinish_0,GarageFinish_1,GarageFinish_2,GarageFinish_3,GarageQual_0,GarageQual_1,GarageQual_2,GarageQual_3,GarageQual_4,GarageQual_5,GarageCond_0,GarageCond_1,GarageCond_2,GarageCond_3,GarageCond_4,GarageCond_5,PoolQC_0,PoolQC_2,PoolQC_4,PoolQC_5,SalePrice
860,5,5,0.0,8750,9,7,7,2,3,12,2,2,2,5,6,77,20,5,1,8,8,1,76.0,3,5,828.0,0.0,174.0,1002.0,1,3,1,4,1002,0,0,1002,1.0,0.0,1,0,3,1,5,6,0,5,65,2.0,902.0,2,0,0,0,0,0,0,2,1,0,10,3,8,6,2004.0,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,148500
861,5,5,67.0,10656,9,7,5,2,3,23,2,2,2,8,5,113,57,5,1,12,13,3,274.0,3,6,0.0,0.0,1638.0,1638.0,1,5,1,4,1646,0,0,1646,0.0,0.0,2,0,3,1,6,6,1,1,99,3.0,870.0,2,192,80,0,0,0,0,4,1,0,2,1,6,1,3284.0,2.0,272,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,248900
862,5,5,85.0,6970,9,9,7,4,3,19,1,2,2,4,5,68,11,5,1,12,13,2,0.0,3,5,932.0,0.0,108.0,1040.0,1,3,1,4,1120,0,0,1120,1.0,0.0,1,1,3,1,5,6,0,1,53,2.0,544.0,2,168,0,0,0,0,0,4,3,400,7,1,8,6,2160.0,2.5,168,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,129000
863,10,5,0.0,14762,9,5,7,4,3,8,1,2,5,5,6,55,0,5,1,9,10,2,0.0,3,2,0.0,0.0,0.0,0.0,1,4,1,4,1547,720,53,2320,0.0,0.0,2,0,2,1,7,6,1,1,71,2.0,672.0,1,120,144,0,0,0,0,4,1,0,7,0,8,6,2267.0,2.0,264,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,169000
864,10,5,80.0,9938,9,9,7,2,3,20,2,2,5,7,5,100,44,5,1,8,8,1,246.0,3,6,750.0,0.0,300.0,1050.0,1,5,1,4,1062,887,0,1949,1.0,0.0,2,1,3,1,8,6,1,1,85,2.0,574.0,2,156,90,0,0,0,0,0,1,0,8,4,8,6,2999.0,3.5,246,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,236000
865,5,5,60.0,6600,9,9,7,2,3,12,4,2,2,5,5,69,12,3,1,8,8,2,0.0,3,5,0.0,0.0,894.0,894.0,1,4,0,4,894,0,0,894,0.0,0.0,1,0,2,1,5,6,0,5,54,1.0,308.0,2,0,0,0,0,0,0,4,1,0,10,3,8,6,1788.0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,109500
866,10,5,70.0,8750,9,9,7,2,3,5,2,2,5,6,5,105,48,5,1,12,13,1,116.0,3,6,505.0,0.0,299.0,804.0,1,5,1,4,804,878,0,1682,0.0,0.0,2,1,3,1,7,6,0,1,90,2.0,523.0,2,0,77,0,0,0,0,4,1,0,8,4,8,6,2486.0,2.5,77,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,200500
867,5,5,74.0,8892,9,9,7,4,3,12,2,2,2,5,7,60,46,5,1,14,15,2,0.0,3,3,0.0,0.0,105.0,105.0,1,4,1,4,910,0,0,910,0.0,0.0,1,0,3,1,5,6,0,1,45,2.0,414.0,2,196,0,150,0,0,0,1,1,0,1,2,8,6,1015.0,1.0,346,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,116000
868,7,5,60.0,12144,9,9,7,2,3,12,2,2,2,5,7,56,0,5,1,6,6,2,0.0,3,5,375.0,0.0,457.0,832.0,1,4,1,4,1036,0,232,1268,0.0,0.0,1,0,3,1,6,6,1,1,41,1.0,288.0,2,0,28,0,0,0,0,4,2,0,11,3,8,6,1868.0,1.0,28,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,133000
869,9,8,52.0,5720,9,9,7,2,3,17,0,2,0,5,6,50,0,5,1,13,14,2,0.0,3,5,0.0,0.0,676.0,676.0,1,5,1,4,676,455,0,1131,0.0,0.0,1,1,3,1,5,6,0,5,34,1.0,200.0,2,26,0,0,0,0,0,4,1,0,10,3,8,5,1807.0,1.5,26,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,66500
870,10,1,75.0,9000,9,9,7,2,3,21,2,2,5,8,5,114,57,5,1,5,5,2,0.0,3,6,64.0,0.0,1120.0,1184.0,1,5,1,4,1184,1426,0,2610,0.0,0.0,2,1,4,1,11,6,1,3,99,2.0,550.0,2,208,364,0,0,0,0,4,1,0,10,1,6,1,3794.0,2.5,572,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,303477
871,5,5,94.0,25286,9,9,5,2,2,11,2,2,2,4,5,70,13,5,1,6,10,2,0.0,3,6,633.0,0.0,431.0,1064.0,1,4,1,4,1040,0,0,1040,1.0,0.0,1,0,3,1,5,6,0,1,55,2.0,648.0,2,0,0,0,0,0,0,4,1,0,0,1,8,6,2104.0,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,132250
872,10,5,74.0,8834,9,9,7,2,3,16,2,2,5,9,5,111,55,3,1,12,13,3,216.0,3,6,1170.0,0.0,292.0,1462.0,1,5,1,4,1462,762,0,2224,1.0,0.0,2,1,4,1,10,6,1,1,96,3.0,738.0,2,184,0,0,0,0,0,4,1,0,8,3,8,6,3686.0,3.5,184,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,350000
873,14,5,88.0,11782,9,7,7,2,3,19,2,2,6,5,7,68,45,5,1,6,6,2,0.0,3,5,899.0,0.0,210.0,1109.0,1,3,1,4,1155,0,0,1155,1.0,0.0,1,0,3,1,6,3,0,5,79,2.0,576.0,2,192,0,0,0,0,0,2,3,400,8,4,8,6,2264.0,2.0,192,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,148000
874,5,5,0.0,7000,9,7,7,5,3,5,2,2,2,5,8,85,55,5,1,12,13,1,90.0,4,5,646.0,0.0,218.0,864.0,1,5,1,4,864,0,0,864,1.0,0.0,1,0,3,1,6,6,0,1,70,1.0,336.0,2,0,0,0,0,0,0,1,1,0,9,3,8,6,1728.0,2.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,136500
875,5,5,60.0,7024,9,9,7,2,3,7,2,2,2,5,5,112,56,5,1,12,13,2,0.0,3,6,980.0,0.0,110.0,1090.0,1,4,1,4,1090,0,0,1090,1.0,0.0,1,1,2,1,5,6,0,1,97,2.0,450.0,2,0,49,0,0,0,0,4,1,0,8,1,8,6,2180.0,2.5,49,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,157000
876,9,5,44.0,13758,9,7,7,5,3,23,2,2,0,7,5,97,41,5,1,6,6,1,117.0,4,5,902.0,0.0,254.0,1156.0,1,5,1,4,1187,530,0,1717,0.0,0.0,2,1,3,1,7,6,1,1,82,2.0,400.0,2,168,36,0,0,0,0,4,1,0,6,1,8,6,2873.0,2.5,204,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,187500
877,10,5,0.0,9636,9,7,7,4,3,8,2,2,5,6,5,99,43,5,1,12,13,2,0.0,3,6,0.0,0.0,808.0,808.0,1,4,1,4,808,785,0,1593,0.0,0.0,2,1,3,1,7,6,1,3,85,2.0,389.0,2,342,40,0,0,0,0,2,1,0,3,3,8,6,2401.0,2.5,382,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,178000
878,12,5,60.0,6204,9,9,6,2,3,18,2,2,3,4,5,22,0,5,1,13,14,2,0.0,3,6,0.0,0.0,795.0,795.0,1,3,0,4,954,795,481,2230,1.0,0.0,1,0,5,1,10,6,0,5,89,1.0,440.0,2,0,188,0,0,0,0,4,1,0,5,0,8,6,2544.0,2.0,188,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,118500
879,5,5,65.0,7150,9,9,7,2,3,12,2,2,2,5,5,74,17,5,1,6,6,1,60.0,3,5,432.0,0.0,460.0,892.0,1,3,1,4,892,0,0,892,0.0,0.0,1,0,3,1,5,6,0,1,59,1.0,288.0,2,0,0,0,0,0,0,1,1,0,9,3,8,6,1784.0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,100000
880,0,1,50.0,5119,9,7,7,5,3,21,2,2,2,9,5,106,50,5,1,8,8,1,60.0,3,6,1238.0,0.0,460.0,1698.0,1,5,1,4,1709,0,0,1709,1.0,0.0,2,0,2,1,5,6,1,1,91,2.0,506.0,2,97,65,0,0,0,0,4,1,0,0,2,1,5,3407.0,3.0,162,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,328900
881,15,5,70.0,8393,9,9,7,4,3,12,2,2,2,5,5,66,55,5,1,8,8,1,122.0,3,5,528.0,0.0,1098.0,1626.0,1,5,1,4,1712,0,0,1712,0.0,0.0,2,0,4,2,8,6,0,1,97,2.0,588.0,2,272,54,0,0,0,0,4,1,0,8,0,8,2,3338.0,2.0,326,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,145000
882,9,5,59.0,16466,9,7,7,2,3,7,2,2,0,5,7,62,5,5,1,8,8,2,0.0,4,6,0.0,0.0,816.0,816.0,1,3,1,4,872,521,0,1393,0.0,0.0,1,1,3,1,8,6,0,1,47,1.0,300.0,2,121,0,0,0,265,0,4,1,0,6,2,8,6,2209.0,1.5,386,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,135500
883,5,5,95.0,15865,9,7,7,2,2,12,2,2,2,8,6,77,20,6,5,13,14,2,0.0,4,6,351.0,823.0,1043.0,2217.0,1,5,1,4,2217,0,0,2217,1.0,0.0,2,0,4,1,8,6,1,1,62,2.0,621.0,2,81,207,0,0,224,0,4,1,0,1,1,8,6,4434.0,3.0,512,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,268000
884,5,5,128.0,12160,9,9,7,2,3,12,1,2,2,6,4,60,3,3,1,13,14,1,90.0,3,5,1024.0,0.0,481.0,1505.0,1,5,1,4,1505,0,0,1505,1.0,0.0,1,0,2,1,6,6,1,1,45,2.0,505.0,2,0,0,0,162,0,0,4,1,0,4,3,8,6,3010.0,2.0,162,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,149500
885,9,5,60.0,8064,9,9,7,4,3,12,0,2,0,5,7,56,56,5,1,8,8,2,0.0,4,5,0.0,0.0,672.0,672.0,1,5,1,4,672,252,0,924,0.0,0.0,1,0,3,1,6,6,1,5,95,2.0,576.0,2,0,0,0,0,0,0,2,3,2000,9,1,8,6,1596.0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,122900
886,10,5,70.0,11184,9,9,7,2,3,19,2,2,5,6,5,85,28,3,1,6,6,1,92.0,3,5,226.0,500.0,192.0,918.0,1,4,1,4,918,765,0,1683,0.0,0.0,2,1,3,1,7,6,1,1,70,2.0,440.0,2,243,0,0,0,0,0,4,1,0,9,3,8,6,2601.0,2.5,243,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,172500
887,5,5,70.0,8414,9,9,7,2,3,19,2,2,2,6,8,70,53,3,1,6,6,2,0.0,3,5,663.0,0.0,396.0,1059.0,1,3,1,4,1068,0,0,1068,0.0,1.0,1,0,3,1,6,6,0,1,55,1.0,264.0,2,192,0,0,0,0,0,2,1,0,4,0,8,6,2127.0,1.5,192,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,154500
888,5,5,0.0,13284,9,9,7,2,3,19,4,2,2,5,5,61,4,5,1,13,10,2,0.0,3,6,1064.0,0.0,319.0,1383.0,1,3,1,4,1383,0,0,1383,1.0,0.0,1,0,3,1,6,6,1,1,46,1.0,354.0,2,511,116,0,0,0,0,0,1,0,8,2,8,6,2766.0,2.0,627,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,165000
889,15,5,64.0,7018,9,9,6,2,3,20,2,2,2,5,5,86,29,5,1,9,10,2,0.0,3,2,0.0,0.0,0.0,0.0,1,3,1,4,1535,0,0,1535,0.0,0.0,2,0,4,2,8,6,0,1,71,2.0,400.0,2,0,0,0,0,0,0,4,1,0,8,3,8,3,1535.0,2.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,118858
890,10,5,71.0,7056,9,9,7,2,3,12,2,2,5,6,5,70,13,3,1,6,6,1,415.0,3,5,400.0,0.0,380.0,780.0,1,3,1,4,983,813,0,1796,1.0,0.0,1,1,4,1,8,6,1,1,55,2.0,483.0,2,0,50,0,0,0,0,4,1,0,1,2,8,6,2576.0,2.5,50,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,140000
891,6,8,50.0,8765,9,9,7,2,3,9,2,2,2,4,6,45,0,5,1,13,14,2,0.0,3,4,285.0,0.0,666.0,951.0,1,5,0,4,951,0,0,951,0.0,0.0,1,0,2,1,6,6,0,5,29,1.0,327.0,2,0,28,0,0,0,0,4,1,0,6,0,8,5,1902.0,1.0,28,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,106500
892,15,5,64.0,7018,9,9,7,2,3,20,1,2,5,5,5,86,29,5,1,9,10,2,0.0,3,2,0.0,0.0,0.0,0.0,1,3,1,4,1120,1120,0,2240,0.0,0.0,2,0,6,2,12,6,0,5,71,2.0,528.0,2,154,0,0,0,0,0,4,1,0,8,3,8,3,2240.0,2.0,154,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,142953
893,5,5,65.0,6993,9,9,7,2,3,19,1,2,2,5,7,68,44,5,1,6,10,2,0.0,3,5,465.0,0.0,447.0,912.0,1,3,1,4,1236,0,0,1236,0.0,0.0,1,0,3,1,6,6,1,1,53,1.0,288.0,2,0,0,0,0,0,0,4,1,0,8,0,8,6,2148.0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,135000
894,5,5,0.0,7340,9,7,7,2,3,12,2,2,2,4,6,78,21,5,1,6,6,2,0.0,3,5,322.0,0.0,536.0,858.0,1,3,1,4,858,0,0,858,0.0,0.0,1,0,2,1,4,6,0,5,71,1.0,684.0,2,0,0,0,0,0,0,4,1,0,8,1,8,6,1716.0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,110000
895,5,5,64.0,8712,9,7,7,2,3,12,2,2,2,5,7,64,50,3,1,8,8,2,0.0,4,5,860.0,0.0,132.0,992.0,1,3,1,4,1306,0,0,1306,1.0,0.0,1,0,2,1,5,6,0,5,60,1.0,756.0,2,0,0,0,0,0,0,4,1,0,7,3,8,6,2298.0,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,153000
896,10,5,63.0,7875,9,9,7,2,3,8,2,2,5,7,5,110,53,5,1,12,13,2,0.0,3,6,0.0,0.0,783.0,783.0,1,5,1,4,807,702,0,1509,0.0,0.0,2,1,3,1,8,6,1,1,95,2.0,393.0,2,0,75,0,0,0,0,4,1,0,9,0,8,6,2292.0,2.5,75,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,180000
897,5,5,50.0,14859,9,7,5,5,3,8,2,2,2,7,5,113,56,3,1,12,13,1,27.0,3,6,0.0,0.0,1670.0,1670.0,1,5,1,4,1670,0,0,1670,0.0,0.0,2,0,3,1,7,6,1,1,98,3.0,690.0,2,144,60,0,0,0,0,4,1,0,10,0,6,1,3340.0,2.0,204,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,240000
898,5,5,0.0,6173,9,7,7,2,3,19,2,2,2,5,6,74,17,5,1,6,14,1,75.0,3,5,599.0,0.0,277.0,876.0,1,3,1,4,902,0,0,902,0.0,0.0,1,0,3,1,6,6,0,1,59,1.0,288.0,2,0,0,0,0,0,0,2,1,0,10,1,8,6,1778.0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,125500
899,5,5,80.0,9920,9,9,7,2,3,12,2,2,2,5,5,61,4,5,1,6,6,3,110.0,3,5,354.0,290.0,412.0,1056.0,1,3,1,4,1063,0,0,1063,1.0,0.0,1,0,3,1,6,6,0,1,46,1.0,280.0,2,0,0,164,0,0,0,2,1,0,4,4,8,6,2119.0,2.0,164,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,128000
900,5,5,116.0,13501,9,7,7,4,3,21,2,2,2,8,5,113,56,5,1,12,13,3,208.0,3,6,63.0,0.0,1560.0,1623.0,1,5,1,4,1636,0,0,1636,1.0,0.0,2,0,3,1,8,6,1,1,98,3.0,865.0,2,0,60,0,0,0,0,4,1,0,8,1,8,6,3259.0,3.0,60,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,255000
