,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_SF,Total_Bathrooms,Total_porch_sf
860,9,5.0,55.0,7642,9.0,0.0,9.0,7.0,9.0,4.0,3.0,6,2,2,2.0,0,7,8,28,48,5.0,1,13,14,2,0.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,912.0,6.816735880594968,1,4.0,1,4,6.816735880594968,514,0,7.2633296174768365,0.0,0.0,1,1,3,1,4.0,7,6,1,4.0,5,18,1.0,1.0,216.0,3.0,3.0,2,0.0,5.484796933490655,0,0,0,0,0.0,0,1,0,8,1,8,6.0,7.757478766584179,1.5,240
861,4,5.0,75.0,11625,9.0,0.0,9.0,7.0,9.0,2.0,3.0,19,2,2,4.0,2,5,4,72,15,3.0,1,9,6,2,0.0,3.0,3.0,6.0,3.0,3.0,2.0,4.0,841.0,1.0,0.0,198.0,6.946975992135418,1,5.0,1,4,6.946975992135418,0,0,6.946975992135418,1.0,0.0,1,1,3,1,3.0,6,6,0,0.0,1,57,1.0,2.0,504.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,6,4,8,6.0,7.639642287858013,2.5,0
862,5,5.0,81.0,9672,9.0,0.0,9.0,7.0,9.0,4.0,3.0,20,2,2,2.0,2,6,5,91,35,3.0,1,6,10,2,0.0,3.0,3.0,6.0,4.0,3.0,1.0,6.0,338.0,1.0,0.0,702.0,6.947937068614969,1,3.0,1,4,7.001245622069476,0,0,7.001245622069476,0.0,0.0,2,0,3,1,3.0,6,6,0,0.0,1,78,1.0,2.0,480.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,0,1,0,7,4,8,6.0,7.6676260915849905,2.0,0
863,5,5.0,70.0,7931,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,5,5,66,9,3.0,1,3,10,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,1148.0,1.0,0.0,0.0,7.046647277848756,1,3.0,1,4,7.046647277848756,0,0,7.046647277848756,1.0,0.0,1,0,3,1,3.0,6,6,0,0.0,1,51,1.0,1.0,672.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,0,1,0,9,3,8,6.0,7.739359202689098,2.0,0
864,5,1.0,72.0,8640,9.0,0.0,9.0,7.0,9.0,2.0,3.0,21,2,2,2.0,2,7,5,114,58,5.0,1,12,13,2,0.0,4.0,3.0,6.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1372.0,7.224753405767971,1,5.0,1,4,7.224753405767971,0,0,7.224753405767971,0.0,0.0,2,0,3,1,4.0,6,6,0,0.0,1,100,3.0,2.0,529.0,3.0,3.0,2,0.0,4.948759890378168,0,0,0,0,0.0,4,1,0,7,2,6,1.0,7.917536353943631,2.0,140
865,5,5.0,0.0,8750,9.0,0.0,7.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,5,6,77,20,5.0,1,8,8,1,4.343805421853684,3.0,3.0,5.0,3.0,3.0,1.0,4.0,828.0,1.0,0.0,174.0,6.910750787961936,1,3.0,1,4,6.910750787961936,0,0,6.910750787961936,1.0,0.0,1,0,3,1,3.0,5,6,0,0.0,5,65,1.0,2.0,902.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,2,1,0,10,3,8,6.0,7.60339933974067,2.0,0
866,5,5.0,67.0,10656,9.0,0.0,7.0,5.0,9.0,2.0,3.0,23,2,2,2.0,2,8,5,113,57,5.0,1,12,13,3,5.616771097666572,4.0,3.0,6.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1638.0,7.40184157874383,1,5.0,1,4,7.4067107301776405,0,0,7.4067107301776405,0.0,0.0,2,0,3,1,4.0,6,6,1,4.0,1,99,2.0,3.0,870.0,3.0,3.0,2,5.262690188904886,4.394449154672439,0,0,0,0,0.0,4,1,0,2,1,6,1.0,8.09712193091871,2.0,272
867,5,5.0,85.0,6970,9.0,0.0,9.0,7.0,9.0,4.0,3.0,19,1,2,2.0,2,4,5,68,11,5.0,1,12,13,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,932.0,1.0,0.0,108.0,6.947937068614969,1,3.0,1,4,7.02197642307216,0,0,7.02197642307216,1.0,0.0,1,1,3,1,2.0,5,6,0,0.0,1,53,2.0,2.0,544.0,3.0,3.0,2,5.1298987149230735,0.0,0,0,0,0,0.0,4,3,400,7,1,8,6.0,7.6783263565068856,2.5,168
868,10,5.0,0.0,14762,9.0,0.0,5.0,7.0,9.0,4.0,3.0,8,1,2,2.0,5,5,6,55,0,5.0,1,9,10,2,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,1,4,7.344719054149673,720,53,7.749753406274437,0.0,0.0,2,0,2,1,3.0,7,6,1,3.0,1,71,1.0,2.0,672.0,3.0,3.0,1,4.795790545596741,4.976733742420574,0,0,0,0,0.0,4,1,0,7,0,8,6.0,7.7266536648476425,2.0,264
869,10,5.0,80.0,9938,9.0,0.0,9.0,7.0,9.0,2.0,3.0,20,2,2,2.0,5,7,5,100,44,5.0,1,8,8,1,5.5093883366279774,4.0,3.0,6.0,4.0,3.0,1.0,6.0,750.0,1.0,0.0,300.0,6.957497370876951,1,5.0,1,4,6.968850378341948,887,0,7.575584651557793,1.0,0.0,2,1,3,1,4.0,8,6,1,3.0,1,85,3.0,2.0,574.0,3.0,3.0,2,5.056245805348308,4.51085950651685,0,0,0,0,0.0,0,1,0,8,4,8,6.0,8.006367567650246,3.5,246
870,5,5.0,60.0,6600,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,4,2,2.0,2,5,5,69,12,3.0,1,8,8,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,894.0,6.796823718274855,1,4.0,0,4,6.796823718274855,0,0,6.796823718274855,0.0,0.0,1,0,2,1,3.0,5,6,0,0.0,5,54,1.0,1.0,308.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,10,3,8,6.0,7.489412083508719,1.0,0
871,10,5.0,70.0,8750,9.0,0.0,9.0,7.0,9.0,2.0,3.0,5,2,2,2.0,5,6,5,105,48,5.0,1,12,13,1,4.762173934797756,3.0,3.0,6.0,4.0,3.0,1.0,6.0,505.0,1.0,0.0,299.0,6.690842277418564,1,5.0,1,4,6.690842277418564,878,0,7.428333194190806,0.0,0.0,2,1,3,1,4.0,7,6,0,0.0,1,90,2.0,2.0,523.0,3.0,3.0,2,0.0,4.356708826689592,0,0,0,0,0.0,4,1,0,8,4,8,6.0,7.818832443803404,2.5,77
872,5,5.0,74.0,8892,9.0,0.0,9.0,7.0,9.0,4.0,3.0,12,2,2,2.0,2,5,7,60,46,5.0,1,14,15,2,0.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,105.0,4.663439094112067,1,4.0,1,4,6.814542897259958,0,0,6.814542897259958,0.0,0.0,1,0,3,1,4.0,5,6,0,0.0,1,45,1.0,2.0,414.0,3.0,3.0,2,5.2832037287379885,0.0,150,0,0,0,0.0,1,1,0,1,2,8,6.0,6.923628628138427,1.0,346
873,7,5.0,60.0,12144,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,5,7,56,0,5.0,1,6,6,2,0.0,4.0,3.0,5.0,3.0,3.0,1.0,3.0,375.0,1.0,0.0,457.0,6.725033642166843,1,4.0,1,4,6.9440872082295275,0,232,7.1459844677143876,0.0,0.0,1,0,3,1,3.0,6,6,1,4.0,1,41,1.0,1.0,288.0,3.0,3.0,2,0.0,3.367295829986474,0,0,0,0,0.0,4,2,0,11,3,8,6.0,7.533158807455563,1.0,28
874,9,8.0,52.0,5720,9.0,0.0,9.0,7.0,9.0,2.0,3.0,17,0,2,2.0,0,5,6,50,0,5.0,1,13,14,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,676.0,6.517671272912275,1,5.0,1,4,6.517671272912275,455,0,7.0317412587631285,0.0,0.0,1,1,3,1,3.0,5,6,0,0.0,5,34,1.0,1.0,200.0,3.0,3.0,2,3.295836866004329,0.0,0,0,0,0,0.0,4,1,0,10,3,8,5.0,7.4999765409521215,1.5,26
875,10,1.0,75.0,9000,9.0,0.0,9.0,7.0,9.0,2.0,3.0,21,2,2,2.0,5,8,5,114,57,5.0,1,5,5,2,0.0,4.0,3.0,6.0,4.0,3.0,3.0,6.0,64.0,1.0,0.0,1120.0,7.077498053569231,1,5.0,1,4,7.077498053569231,1426,0,7.8674885686991285,0.0,0.0,2,1,4,1,5.0,11,6,1,4.0,3,99,3.0,2.0,550.0,3.0,3.0,2,5.342334251964811,5.8998973535824915,0,0,0,0,0.0,4,1,0,10,1,6,1.0,8.24143968982973,2.5,572
876,5,5.0,94.0,25286,9.0,0.0,9.0,5.0,9.0,2.0,2.0,11,2,2,2.0,2,4,5,70,13,5.0,1,6,10,2,0.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,633.0,1.0,0.0,431.0,6.970730078143525,1,4.0,1,4,6.947937068614969,0,0,6.947937068614969,1.0,0.0,1,0,3,1,3.0,5,6,0,0.0,1,55,1.0,2.0,648.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,0,1,8,6.0,7.652070746116482,2.0,0
877,10,5.0,74.0,8834,9.0,0.0,9.0,7.0,9.0,2.0,3.0,16,2,2,2.0,5,9,5,111,55,3.0,1,12,13,3,5.37989735354046,4.0,3.0,6.0,5.0,3.0,1.0,6.0,1170.0,1.0,0.0,292.0,7.288244401020124,1,5.0,1,4,7.288244401020124,762,0,7.707512194600341,1.0,0.0,2,1,4,1,5.0,10,6,1,4.0,1,96,3.0,3.0,738.0,3.0,3.0,2,5.220355825078324,0.0,0,0,0,0,0.0,4,1,0,8,3,8,6.0,8.212568398234145,3.5,184
878,14,5.0,88.0,11782,9.0,0.0,7.0,7.0,9.0,2.0,3.0,19,2,2,2.0,6,5,7,68,45,5.0,1,6,6,2,0.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,899.0,1.0,0.0,210.0,7.01211529430638,1,3.0,1,4,7.052721049232323,0,0,7.052721049232323,1.0,0.0,1,0,3,1,4.0,6,3,0,0.0,5,79,1.0,2.0,576.0,3.0,3.0,2,5.262690188904886,0.0,0,0,0,0,0.0,2,3,400,8,4,8,6.0,7.725330037917135,2.0,192
879,5,5.0,0.0,7000,9.0,0.0,7.0,7.0,9.0,5.0,3.0,5,2,2,2.0,2,5,8,85,55,5.0,1,12,13,1,4.51085950651685,4.0,4.0,5.0,3.0,3.0,1.0,5.0,646.0,1.0,0.0,218.0,6.762729506931879,1,5.0,1,4,6.762729506931879,0,0,6.762729506931879,1.0,0.0,1,0,3,1,3.0,6,6,0,0.0,1,70,1.0,1.0,336.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,1,1,0,9,3,8,6.0,7.455298485683291,2.0,0
880,5,5.0,60.0,7024,9.0,0.0,9.0,7.0,9.0,2.0,3.0,7,2,2,2.0,2,5,5,112,56,5.0,1,12,13,2,0.0,3.0,3.0,6.0,5.0,4.0,1.0,5.0,980.0,1.0,0.0,110.0,6.994849985833071,1,4.0,1,4,6.994849985833071,0,0,6.994849985833071,1.0,0.0,1,1,2,1,3.0,5,6,0,0.0,1,97,3.0,2.0,450.0,3.0,3.0,2,0.0,3.912023005428146,0,0,0,0,0.0,4,1,0,8,1,8,6.0,7.687538766201629,2.5,49
881,9,5.0,44.0,13758,9.0,0.0,7.0,7.0,9.0,5.0,3.0,23,2,2,2.0,0,7,5,97,41,5.0,1,6,6,1,4.770684624465665,4.0,4.0,5.0,4.0,3.0,2.0,2.0,902.0,1.0,0.0,254.0,7.053585727193677,1,5.0,1,4,7.080026499922591,530,0,7.4489161025442,0.0,0.0,2,1,3,1,4.0,7,6,1,3.0,1,82,2.0,2.0,400.0,3.0,3.0,2,5.1298987149230735,3.6109179126442243,0,0,0,0,0.0,4,1,0,6,1,8,6.0,7.96346006663897,2.5,204
882,10,5.0,0.0,9636,9.0,0.0,7.0,7.0,9.0,4.0,3.0,8,2,2,2.0,5,6,5,99,43,5.0,1,12,13,2,0.0,3.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,808.0,6.695798917058491,1,4.0,1,4,6.695798917058491,785,0,7.374001859350161,0.0,0.0,2,1,3,1,3.0,7,6,1,3.0,3,85,2.0,2.0,389.0,3.0,3.0,2,5.8377304471659395,3.713572066704308,0,0,0,0,0.0,2,1,0,3,3,8,6.0,7.784057002639929,2.5,382
883,12,5.0,60.0,6204,9.0,0.0,9.0,6.0,9.0,2.0,3.0,18,2,2,2.0,3,4,5,22,0,5.0,1,13,14,2,0.0,4.0,3.0,6.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,795.0,6.679599185844383,1,3.0,0,4,6.86171134048073,795,481,7.7102051944325325,1.0,0.0,1,0,5,1,3.0,10,6,0,0.0,5,89,1.0,1.0,440.0,3.0,4.0,2,0.0,5.241747015059643,0,0,0,0,0.0,4,1,0,5,0,8,6.0,7.841885928984623,2.0,188
884,5,5.0,65.0,7150,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,5,5,74,17,5.0,1,6,6,1,4.110873864173311,3.0,3.0,5.0,3.0,3.0,1.0,4.0,432.0,1.0,0.0,460.0,6.794586580876499,1,3.0,1,4,6.794586580876499,0,0,6.794586580876499,0.0,0.0,1,0,3,1,3.0,5,6,0,0.0,1,59,2.0,1.0,288.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,1,1,0,9,3,8,6.0,7.487173694213739,1.0,0
885,0,1.0,50.0,5119,9.0,0.0,7.0,7.0,9.0,5.0,3.0,21,2,2,7.0,2,9,5,106,50,5.0,1,8,8,1,4.110873864173311,4.0,3.0,6.0,5.0,3.0,3.0,6.0,1238.0,1.0,0.0,460.0,7.4377951216719325,1,5.0,1,4,7.444248649496705,0,0,7.444248649496705,1.0,0.0,2,0,2,1,4.0,5,6,1,3.0,1,91,3.0,2.0,506.0,3.0,3.0,2,4.584967478670572,4.189654742026425,0,0,0,0,0.0,4,1,0,0,2,1,5.0,8.133880887949207,3.0,162
886,15,5.0,70.0,8393,9.0,0.0,9.0,7.0,9.0,4.0,3.0,12,2,2,5.0,2,5,5,66,55,5.0,1,8,8,1,4.812184355372417,3.0,3.0,5.0,3.0,3.0,1.0,2.0,528.0,1.0,0.0,1098.0,7.394493107219038,1,5.0,1,4,7.44600149832412,0,0,7.44600149832412,0.0,0.0,2,0,4,2,3.0,8,6,0,0.0,1,97,3.0,2.0,588.0,3.0,3.0,2,5.60947179518496,4.007333185232471,0,0,0,0,0.0,4,1,0,8,0,8,2.0,8.113426639943654,2.0,326
887,9,5.0,59.0,16466,9.0,0.0,7.0,7.0,9.0,2.0,3.0,7,2,2,2.0,0,5,7,62,5,5.0,1,8,8,2,0.0,3.0,4.0,6.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,816.0,6.705639094860003,1,3.0,1,4,6.771935555839602,521,0,7.2399325913204695,0.0,0.0,1,1,3,1,3.0,8,6,0,0.0,1,47,1.0,1.0,300.0,3.0,3.0,2,4.804021044733257,0.0,0,0,265,0,0.0,4,1,0,6,2,8,6.0,7.700747794511798,1.5,386
888,5,5.0,95.0,15865,9.0,0.0,7.0,7.0,9.0,2.0,2.0,12,2,2,2.0,2,8,6,77,20,6.0,5,13,14,2,0.0,4.0,4.0,6.0,3.0,4.0,5.0,5.0,351.0,3.0,823.0,1043.0,7.704361167910313,1,5.0,1,4,7.704361167910313,0,0,7.704361167910313,1.0,0.0,2,0,4,1,4.0,8,6,1,3.0,1,62,1.0,2.0,621.0,3.0,3.0,2,4.406719247264253,5.337538079701318,0,0,224,0,0.0,4,1,0,1,1,8,6.0,8.39728289474368,3.0,512
889,5,5.0,128.0,12160,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,1,2,2.0,2,6,4,60,3,3.0,1,13,14,1,4.51085950651685,3.0,3.0,5.0,3.0,3.0,1.0,4.0,1024.0,1.0,0.0,481.0,7.317212408359839,1,5.0,1,4,7.317212408359839,0,0,7.317212408359839,1.0,0.0,1,0,2,1,3.0,6,6,1,3.0,1,45,2.0,2.0,505.0,3.0,3.0,2,0.0,0.0,0,162,0,0,0.0,4,1,0,4,3,8,6.0,8.010027528481734,2.0,162
890,9,5.0,60.0,8064,9.0,0.0,9.0,7.0,9.0,4.0,3.0,12,0,2,2.0,0,5,7,56,56,5.0,1,8,8,2,0.0,3.0,4.0,5.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,672.0,6.511745329644728,1,5.0,1,4,6.511745329644728,252,0,6.829793737512425,0.0,0.0,1,0,3,1,3.0,6,6,1,1.0,5,95,1.0,2.0,576.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,2,3,2000,9,1,8,6.0,7.3758821482150125,1.0,0
891,10,5.0,70.0,11184,9.0,0.0,9.0,7.0,9.0,2.0,3.0,19,2,2,2.0,5,6,5,85,28,3.0,1,6,6,1,4.532599493153256,3.0,3.0,5.0,3.0,3.0,1.0,2.0,226.0,3.0,500.0,192.0,6.823286122355687,1,4.0,1,4,6.823286122355687,765,0,7.428927194802272,0.0,0.0,2,1,3,1,3.0,7,6,1,3.0,1,70,2.0,2.0,440.0,3.0,3.0,2,5.497168225293202,0.0,0,0,0,0,0.0,4,1,0,9,3,8,6.0,7.86403565907245,2.5,243
892,5,5.0,70.0,8414,9.0,0.0,9.0,7.0,9.0,2.0,3.0,19,2,2,2.0,2,6,8,70,53,3.0,1,6,6,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,6.0,663.0,1.0,0.0,396.0,6.966024187106113,1,3.0,1,4,6.974478911025045,0,0,6.974478911025045,0.0,1.0,1,0,3,1,3.0,6,6,0,0.0,1,55,2.0,1.0,264.0,3.0,3.0,2,5.262690188904886,0.0,0,0,0,0,0.0,2,1,0,4,0,8,6.0,7.662937850461535,1.5,192
893,5,5.0,0.0,13284,9.0,0.0,9.0,7.0,9.0,2.0,3.0,19,4,2,2.0,2,5,5,61,4,5.0,1,13,10,2,0.0,3.0,3.0,6.0,4.0,3.0,2.0,4.0,1064.0,1.0,0.0,319.0,7.232733136177615,1,3.0,1,4,7.232733136177615,0,0,7.232733136177615,1.0,0.0,1,0,3,1,3.0,6,6,1,4.0,1,46,1.0,1.0,354.0,3.0,3.0,2,6.238324625039508,4.762173934797756,0,0,0,0,0.0,0,1,0,8,2,8,6.0,7.925518979786926,2.0,627
894,15,5.0,64.0,7018,9.0,0.0,9.0,6.0,9.0,2.0,3.0,20,2,2,5.0,2,5,5,86,29,5.0,1,9,10,2,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1,4,7.336936913707618,0,0,7.336936913707618,0.0,0.0,2,0,4,2,3.0,8,6,0,0.0,1,71,1.0,2.0,400.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,8,3,8,3.0,7.336936913707618,2.0,0
895,10,5.0,71.0,7056,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,5,6,5,70,13,3.0,1,6,6,1,6.030685260261263,3.0,3.0,5.0,3.0,3.0,1.0,4.0,400.0,1.0,0.0,380.0,6.660575149839686,1,3.0,1,4,6.891625897052253,813,0,7.493873886783559,1.0,0.0,1,1,4,1,3.0,8,6,1,3.0,1,55,2.0,2.0,483.0,3.0,3.0,2,0.0,3.9318256327243257,0,0,0,0,0.0,4,1,0,1,2,8,6.0,7.854381210652365,2.5,50
896,6,8.0,50.0,8765,9.0,3.0,9.0,7.0,9.0,2.0,3.0,9,2,2,2.0,2,4,6,45,0,5.0,1,13,14,2,0.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,285.0,1.0,0.0,666.0,6.858565034791365,1,5.0,0,4,6.858565034791365,0,0,6.858565034791365,0.0,0.0,1,0,2,1,3.0,6,6,0,0.0,5,29,1.0,1.0,327.0,3.0,3.0,2,0.0,3.367295829986474,0,0,0,0,0.0,4,1,0,6,0,8,5.0,7.551186867296149,1.0,28
897,15,5.0,64.0,7018,9.0,0.0,9.0,7.0,9.0,2.0,3.0,20,1,2,5.0,5,5,5,86,29,5.0,1,9,10,2,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1,4,7.02197642307216,1120,0,7.714677473800927,0.0,0.0,2,0,6,2,3.0,12,6,0,0.0,5,71,1.0,2.0,528.0,3.0,3.0,2,5.043425116919247,0.0,0,0,0,0,0.0,4,1,0,8,3,8,3.0,7.714677473800927,2.0,154
899,5,5.0,65.0,6993,9.0,0.0,9.0,7.0,9.0,2.0,3.0,19,1,2,2.0,2,5,7,68,44,5.0,1,6,10,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,465.0,1.0,0.0,447.0,6.816735880594968,1,3.0,1,4,7.1204443723924875,0,0,7.1204443723924875,0.0,0.0,1,0,3,1,3.0,6,6,1,3.0,1,53,1.0,1.0,288.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,8,0,8,6.0,7.67275789664251,1.0,0
900,5,5.0,0.0,7340,9.0,0.0,7.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,4,6,78,21,5.0,1,6,6,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,322.0,1.0,0.0,536.0,6.755768921984255,1,3.0,1,4,6.755768921984255,0,0,6.755768921984255,0.0,0.0,1,0,2,1,3.0,4,6,0,0.0,5,71,1.0,1.0,684.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,8,1,8,6.0,7.448333860897476,1.0,0
901,5,5.0,64.0,8712,9.0,0.0,7.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,5,7,64,50,3.0,1,8,8,2,0.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,860.0,1.0,0.0,132.0,6.900730664045173,1,3.0,1,4,7.175489713624222,0,0,7.175489713624222,1.0,0.0,1,0,2,1,3.0,5,6,0,0.0,5,60,1.0,1.0,756.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,7,3,8,6.0,7.740229524763182,2.0,0
902,10,5.0,63.0,7875,9.0,0.0,9.0,7.0,9.0,2.0,3.0,8,2,2,2.0,5,7,5,110,53,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,783.0,6.664409020350408,1,5.0,1,4,6.694562058521095,702,0,7.31986492980897,0.0,0.0,2,1,3,1,4.0,8,6,1,4.0,1,95,3.0,2.0,393.0,3.0,3.0,2,0.0,4.330733340286331,0,0,0,0,0.0,4,1,0,9,0,8,6.0,7.737616282857904,2.5,75
903,5,5.0,50.0,14859,9.0,0.0,7.0,5.0,9.0,5.0,3.0,8,2,2,2.0,2,7,5,113,56,3.0,1,12,13,1,3.332204510175204,4.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1670.0,7.421177528595393,1,5.0,1,4,7.421177528595393,0,0,7.421177528595393,0.0,0.0,2,0,3,1,4.0,7,6,1,4.0,1,98,2.0,3.0,690.0,3.0,3.0,2,4.976733742420574,4.110873864173311,0,0,0,0,0.0,4,1,0,10,0,6,1.0,8.114025442356757,2.0,204
904,5,5.0,0.0,6173,9.0,0.0,7.0,7.0,9.0,2.0,3.0,19,2,2,2.0,2,5,6,74,17,5.0,1,6,14,1,4.330733340286331,3.0,3.0,5.0,3.0,3.0,1.0,6.0,599.0,1.0,0.0,277.0,6.776506992372183,1,3.0,1,4,6.805722553416985,0,0,6.805722553416985,0.0,0.0,1,0,3,1,3.0,6,6,0,0.0,1,59,1.0,1.0,288.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,2,1,0,10,1,8,6.0,7.483806687665835,1.0,0
905,5,5.0,80.0,9920,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,5,5,61,4,5.0,1,6,6,3,4.709530201312334,3.0,3.0,5.0,3.0,3.0,1.0,3.0,354.0,2.0,290.0,412.0,6.963189985870238,1,3.0,1,4,6.96979066990159,0,0,6.96979066990159,1.0,0.0,1,0,3,1,3.0,6,6,0,0.0,1,46,2.0,1.0,280.0,3.0,3.0,2,0.0,0.0,164,0,0,0,0.0,2,1,0,4,4,8,6.0,7.659171367666058,2.0,164
906,5,5.0,116.0,13501,9.0,0.0,7.0,7.0,9.0,4.0,3.0,21,2,2,2.0,2,8,5,113,56,5.0,1,12,13,3,5.342334251964811,4.0,3.0,6.0,4.0,3.0,1.0,6.0,63.0,1.0,0.0,1560.0,7.392647520721623,1,5.0,1,4,7.400620577371135,0,0,7.400620577371135,1.0,0.0,2,0,3,1,4.0,8,6,1,4.0,1,98,2.0,3.0,865.0,3.0,3.0,2,0.0,4.110873864173311,0,0,0,0,0.0,4,1,0,8,1,8,6.0,8.089482474360754,3.0,60
907,9,5.0,86.0,11500,9.0,0.0,7.0,7.0,9.0,2.0,3.0,6,2,2,2.0,0,7,7,45,37,5.0,1,3,3,2,0.0,4.0,3.0,5.0,4.0,3.0,1.0,3.0,223.0,1.0,0.0,794.0,6.925595197110468,1,4.0,1,4,6.928537818164665,1037,0,7.629489916393995,0.0,0.0,1,1,3,1,4.0,6,6,1,4.0,1,29,3.0,1.0,180.0,2.0,3.0,2,0.0,0.0,0,0,322,0,0.0,4,1,0,8,0,8,6.0,8.031060180240619,1.5,322
908,5,5.0,0.0,8885,9.0,0.0,7.0,2.0,9.0,2.0,2.0,11,2,2,2.0,2,5,5,90,33,5.0,1,6,6,2,0.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,301.0,5.0,324.0,239.0,6.762729506931879,1,3.0,1,4,6.805722553416985,0,0,6.805722553416985,1.0,0.0,1,0,2,1,3.0,5,6,0,0.0,1,75,1.0,2.0,484.0,3.0,3.0,2,5.10594547390058,0.0,0,0,0,0,0.0,2,1,0,8,0,8,6.0,7.4770384723196965,2.0,164
909,10,5.0,149.0,12589,9.0,0.0,5.0,7.0,9.0,2.0,3.0,8,2,2,2.0,5,6,5,112,55,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,742.0,6.610696044717759,1,5.0,1,4,6.610696044717759,742,0,7.3031700512368,0.0,0.0,2,1,3,1,4.0,8,6,1,4.0,1,97,3.0,2.0,390.0,3.0,3.0,2,3.6109179126442243,3.2188758248682006,0,0,0,0,0.0,4,1,0,8,3,8,6.0,7.708410667257367,2.5,60
